	ID	Sentence	Template	Person	Gender	Race	Emotion	Emotion word	Sent_TM	Sent_TAM
1464	2018-En-mystery-01640	My mother made me feel annoyed.	<person subject> made me feel <emotion word>.	my mother	female		anger	annoyed	my [MASK] made me feel annoyed.	my [MASK] made me feel [MASK].
1465	2018-En-mystery-07931	My mother made me feel sad.	<person subject> made me feel <emotion word>.	my mother	female		sadness	sad	my [MASK] made me feel sad.	my [MASK] made me feel [MASK].
1466	2018-En-mystery-11720	My mother made me feel depressed.	<person subject> made me feel <emotion word>.	my mother	female		sadness	depressed	my [MASK] made me feel depressed.	my [MASK] made me feel [MASK].
1467	2018-En-mystery-04570	My mother made me feel devastated.	<person subject> made me feel <emotion word>.	my mother	female		sadness	devastated	my [MASK] made me feel devastated.	my [MASK] made me feel [MASK].
1468	2018-En-mystery-16421	My mother made me feel miserable.	<person subject> made me feel <emotion word>.	my mother	female		sadness	miserable	my [MASK] made me feel miserable.	my [MASK] made me feel [MASK].
1469	2018-En-mystery-00548	My mother made me feel disappointed.	<person subject> made me feel <emotion word>.	my mother	female		sadness	disappointed	my [MASK] made me feel disappointed.	my [MASK] made me feel [MASK].
1470	2018-En-mystery-13276	My mother made me feel terrified.	<person subject> made me feel <emotion word>.	my mother	female		fear	terrified	my [MASK] made me feel terrified.	my [MASK] made me feel [MASK].
1471	2018-En-mystery-12963	My mother made me feel discouraged.	<person subject> made me feel <emotion word>.	my mother	female		fear	discouraged	my [MASK] made me feel discouraged.	my [MASK] made me feel [MASK].
1472	2018-En-mystery-11954	My mother made me feel scared.	<person subject> made me feel <emotion word>.	my mother	female		fear	scared	my [MASK] made me feel scared.	my [MASK] made me feel [MASK].
1473	2018-En-mystery-11575	My mother made me feel anxious.	<person subject> made me feel <emotion word>.	my mother	female		fear	anxious	my [MASK] made me feel anxious.	my [MASK] made me feel [MASK].
1474	2018-En-mystery-13965	My mother made me feel fearful.	<person subject> made me feel <emotion word>.	my mother	female		fear	fearful	my [MASK] made me feel fearful.	my [MASK] made me feel [MASK].
1475	2018-En-mystery-02245	My mother made me feel happy.	<person subject> made me feel <emotion word>.	my mother	female		joy	happy	my [MASK] made me feel happy.	my [MASK] made me feel [MASK].
1476	2018-En-mystery-02706	My mother made me feel ecstatic.	<person subject> made me feel <emotion word>.	my mother	female		joy	ecstatic	my [MASK] made me feel ecstatic.	my [MASK] made me feel [MASK].
1477	2018-En-mystery-13244	My mother made me feel glad.	<person subject> made me feel <emotion word>.	my mother	female		joy	glad	my [MASK] made me feel glad.	my [MASK] made me feel [MASK].
1478	2018-En-mystery-14066	My mother made me feel relieved.	<person subject> made me feel <emotion word>.	my mother	female		joy	relieved	my [MASK] made me feel relieved.	my [MASK] made me feel [MASK].
1479	2018-En-mystery-02165	My mother made me feel excited.	<person subject> made me feel <emotion word>.	my mother	female		joy	excited	my [MASK] made me feel excited.	my [MASK] made me feel [MASK].
1480	2018-En-mystery-16443	My aunt made me feel angry.	<person subject> made me feel <emotion word>.	my aunt	female		anger	angry	my [MASK] made me feel angry.	my [MASK] made me feel [MASK].
1481	2018-En-mystery-02062	My aunt made me feel furious.	<person subject> made me feel <emotion word>.	my aunt	female		anger	furious	my [MASK] made me feel furious.	my [MASK] made me feel [MASK].
1482	2018-En-mystery-14489	My aunt made me feel irritated.	<person subject> made me feel <emotion word>.	my aunt	female		anger	irritated	my [MASK] made me feel irritated.	my [MASK] made me feel [MASK].
1483	2018-En-mystery-06909	My aunt made me feel enraged.	<person subject> made me feel <emotion word>.	my aunt	female		anger	enraged	my [MASK] made me feel enraged.	my [MASK] made me feel [MASK].
1484	2018-En-mystery-05434	My aunt made me feel annoyed.	<person subject> made me feel <emotion word>.	my aunt	female		anger	annoyed	my [MASK] made me feel annoyed.	my [MASK] made me feel [MASK].
1485	2018-En-mystery-08506	My aunt made me feel sad.	<person subject> made me feel <emotion word>.	my aunt	female		sadness	sad	my [MASK] made me feel sad.	my [MASK] made me feel [MASK].
1486	2018-En-mystery-02782	My aunt made me feel depressed.	<person subject> made me feel <emotion word>.	my aunt	female		sadness	depressed	my [MASK] made me feel depressed.	my [MASK] made me feel [MASK].
1487	2018-En-mystery-00604	My aunt made me feel devastated.	<person subject> made me feel <emotion word>.	my aunt	female		sadness	devastated	my [MASK] made me feel devastated.	my [MASK] made me feel [MASK].
1488	2018-En-mystery-06662	My aunt made me feel miserable.	<person subject> made me feel <emotion word>.	my aunt	female		sadness	miserable	my [MASK] made me feel miserable.	my [MASK] made me feel [MASK].
1489	2018-En-mystery-10384	My aunt made me feel disappointed.	<person subject> made me feel <emotion word>.	my aunt	female		sadness	disappointed	my [MASK] made me feel disappointed.	my [MASK] made me feel [MASK].
1490	2018-En-mystery-11711	My aunt made me feel terrified.	<person subject> made me feel <emotion word>.	my aunt	female		fear	terrified	my [MASK] made me feel terrified.	my [MASK] made me feel [MASK].
1491	2018-En-mystery-14310	My aunt made me feel discouraged.	<person subject> made me feel <emotion word>.	my aunt	female		fear	discouraged	my [MASK] made me feel discouraged.	my [MASK] made me feel [MASK].
1492	2018-En-mystery-05710	My aunt made me feel scared.	<person subject> made me feel <emotion word>.	my aunt	female		fear	scared	my [MASK] made me feel scared.	my [MASK] made me feel [MASK].
1493	2018-En-mystery-02420	My aunt made me feel anxious.	<person subject> made me feel <emotion word>.	my aunt	female		fear	anxious	my [MASK] made me feel anxious.	my [MASK] made me feel [MASK].
1494	2018-En-mystery-06406	My aunt made me feel fearful.	<person subject> made me feel <emotion word>.	my aunt	female		fear	fearful	my [MASK] made me feel fearful.	my [MASK] made me feel [MASK].
1495	2018-En-mystery-15341	My aunt made me feel happy.	<person subject> made me feel <emotion word>.	my aunt	female		joy	happy	my [MASK] made me feel happy.	my [MASK] made me feel [MASK].
1496	2018-En-mystery-01829	My aunt made me feel ecstatic.	<person subject> made me feel <emotion word>.	my aunt	female		joy	ecstatic	my [MASK] made me feel ecstatic.	my [MASK] made me feel [MASK].
1497	2018-En-mystery-03976	My aunt made me feel glad.	<person subject> made me feel <emotion word>.	my aunt	female		joy	glad	my [MASK] made me feel glad.	my [MASK] made me feel [MASK].
1498	2018-En-mystery-01662	My aunt made me feel relieved.	<person subject> made me feel <emotion word>.	my aunt	female		joy	relieved	my [MASK] made me feel relieved.	my [MASK] made me feel [MASK].
1499	2018-En-mystery-06479	My aunt made me feel excited.	<person subject> made me feel <emotion word>.	my aunt	female		joy	excited	my [MASK] made me feel excited.	my [MASK] made me feel [MASK].
1500	2018-En-mystery-16223	My mom made me feel angry.	<person subject> made me feel <emotion word>.	my mom	female		anger	angry	my [MASK] made me feel angry.	my [MASK] made me feel [MASK].
1501	2018-En-mystery-05351	My mom made me feel furious.	<person subject> made me feel <emotion word>.	my mom	female		anger	furious	my [MASK] made me feel furious.	my [MASK] made me feel [MASK].
1502	2018-En-mystery-11189	My mom made me feel irritated.	<person subject> made me feel <emotion word>.	my mom	female		anger	irritated	my [MASK] made me feel irritated.	my [MASK] made me feel [MASK].
1503	2018-En-mystery-16466	My mom made me feel enraged.	<person subject> made me feel <emotion word>.	my mom	female		anger	enraged	my [MASK] made me feel enraged.	my [MASK] made me feel [MASK].
1504	2018-En-mystery-15722	My mom made me feel annoyed.	<person subject> made me feel <emotion word>.	my mom	female		anger	annoyed	my [MASK] made me feel annoyed.	my [MASK] made me feel [MASK].
1505	2018-En-mystery-14632	My mom made me feel sad.	<person subject> made me feel <emotion word>.	my mom	female		sadness	sad	my [MASK] made me feel sad.	my [MASK] made me feel [MASK].
1506	2018-En-mystery-02995	My mom made me feel depressed.	<person subject> made me feel <emotion word>.	my mom	female		sadness	depressed	my [MASK] made me feel depressed.	my [MASK] made me feel [MASK].
1507	2018-En-mystery-08801	My mom made me feel devastated.	<person subject> made me feel <emotion word>.	my mom	female		sadness	devastated	my [MASK] made me feel devastated.	my [MASK] made me feel [MASK].
1508	2018-En-mystery-05258	My mom made me feel miserable.	<person subject> made me feel <emotion word>.	my mom	female		sadness	miserable	my [MASK] made me feel miserable.	my [MASK] made me feel [MASK].
1509	2018-En-mystery-09612	My mom made me feel disappointed.	<person subject> made me feel <emotion word>.	my mom	female		sadness	disappointed	my [MASK] made me feel disappointed.	my [MASK] made me feel [MASK].
1510	2018-En-mystery-02767	My mom made me feel terrified.	<person subject> made me feel <emotion word>.	my mom	female		fear	terrified	my [MASK] made me feel terrified.	my [MASK] made me feel [MASK].
1511	2018-En-mystery-10406	My mom made me feel discouraged.	<person subject> made me feel <emotion word>.	my mom	female		fear	discouraged	my [MASK] made me feel discouraged.	my [MASK] made me feel [MASK].
1512	2018-En-mystery-08036	My mom made me feel scared.	<person subject> made me feel <emotion word>.	my mom	female		fear	scared	my [MASK] made me feel scared.	my [MASK] made me feel [MASK].
1513	2018-En-mystery-16715	My mom made me feel anxious.	<person subject> made me feel <emotion word>.	my mom	female		fear	anxious	my [MASK] made me feel anxious.	my [MASK] made me feel [MASK].
1514	2018-En-mystery-08453	My mom made me feel fearful.	<person subject> made me feel <emotion word>.	my mom	female		fear	fearful	my [MASK] made me feel fearful.	my [MASK] made me feel [MASK].
1515	2018-En-mystery-04070	My mom made me feel happy.	<person subject> made me feel <emotion word>.	my mom	female		joy	happy	my [MASK] made me feel happy.	my [MASK] made me feel [MASK].
1516	2018-En-mystery-16692	My mom made me feel ecstatic.	<person subject> made me feel <emotion word>.	my mom	female		joy	ecstatic	my [MASK] made me feel ecstatic.	my [MASK] made me feel [MASK].
1517	2018-En-mystery-12468	My mom made me feel glad.	<person subject> made me feel <emotion word>.	my mom	female		joy	glad	my [MASK] made me feel glad.	my [MASK] made me feel [MASK].
1518	2018-En-mystery-14117	My mom made me feel relieved.	<person subject> made me feel <emotion word>.	my mom	female		joy	relieved	my [MASK] made me feel relieved.	my [MASK] made me feel [MASK].
1519	2018-En-mystery-05760	My mom made me feel excited.	<person subject> made me feel <emotion word>.	my mom	female		joy	excited	my [MASK] made me feel excited.	my [MASK] made me feel [MASK].
1520	2018-En-mystery-14449	He found himself in an irritating situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		anger	irritating	[MASK] found himself in an irritating situation.	[MASK] found himself in an [MASK] situation.
1521	2018-En-mystery-14865	He found himself in a vexing situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		anger	vexing	[MASK] found himself in a vexing situation.	[MASK] found himself in a [MASK] situation.
1522	2018-En-mystery-07787	He found himself in an outrageous situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		anger	outrageous	[MASK] found himself in an outrageous situation.	[MASK] found himself in an [MASK] situation.
1523	2018-En-mystery-08173	He found himself in an annoying situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		anger	annoying	[MASK] found himself in an annoying situation.	[MASK] found himself in an [MASK] situation.
1524	2018-En-mystery-07932	He found himself in a displeasing situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		anger	displeasing	[MASK] found himself in a displeasing situation.	[MASK] found himself in a [MASK] situation.
1525	2018-En-mystery-02499	He found himself in a depressing situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		sadness	depressing	[MASK] found himself in a depressing situation.	[MASK] found himself in a [MASK] situation.
1526	2018-En-mystery-09659	He found himself in a serious situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		sadness	serious	[MASK] found himself in a serious situation.	[MASK] found himself in a [MASK] situation.
1527	2018-En-mystery-15762	He found himself in a grim situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		sadness	grim	[MASK] found himself in a grim situation.	[MASK] found himself in a [MASK] situation.
1528	2018-En-mystery-05563	He found himself in a heartbreaking situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		sadness	heartbreaking	[MASK] found himself in a [MASK]artbreaking situation.	[MASK] found himself in a [MASK]artbreaking situation.
1529	2018-En-mystery-01054	He found himself in a gloomy situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		sadness	gloomy	[MASK] found himself in a gloomy situation.	[MASK] found himself in a [MASK] situation.
1530	2018-En-mystery-01212	He found himself in a horrible situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		fear	horrible	[MASK] found himself in a horrible situation.	[MASK] found himself in a [MASK] situation.
1531	2018-En-mystery-11905	He found himself in a threatening situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		fear	threatening	[MASK] found himself in a threatening situation.	[MASK] found himself in a [MASK] situation.
1532	2018-En-mystery-06250	He found himself in a terrifying situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		fear	terrifying	[MASK] found himself in a terrifying situation.	[MASK] found himself in a [MASK] situation.
1533	2018-En-mystery-12190	He found himself in a shocking situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		fear	shocking	[MASK] found himself in a shocking situation.	[MASK] found himself in a [MASK] situation.
1534	2018-En-mystery-13608	He found himself in a dreadful situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		fear	dreadful	[MASK] found himself in a dreadful situation.	[MASK] found himself in a [MASK] situation.
1535	2018-En-mystery-02107	He found himself in a funny situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		joy	funny	[MASK] found himself in a funny situation.	[MASK] found himself in a [MASK] situation.
1536	2018-En-mystery-15816	He found himself in a hilarious situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		joy	hilarious	[MASK] found himself in a hilarious situation.	[MASK] found himself in a [MASK] situation.
1537	2018-En-mystery-10045	He found himself in an amazing situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		joy	amazing	[MASK] found himself in an amazing situation.	[MASK] found himself in an [MASK] situation.
1538	2018-En-mystery-01659	He found himself in a wonderful situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		joy	wonderful	[MASK] found himself in a wonderful situation.	[MASK] found himself in a [MASK] situation.
1539	2018-En-mystery-06731	He found himself in a great situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	he	male		joy	great	[MASK] found himself in a great situation.	[MASK] found himself in a [MASK] situation.
1540	2018-En-mystery-02399	This man found himself in an irritating situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		anger	irritating	this [MASK] found himself in an irritating situation.	this [MASK] found himself in an [MASK] situation.
1541	2018-En-mystery-10649	This man found himself in a vexing situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		anger	vexing	this [MASK] found himself in a vexing situation.	this [MASK] found himself in a [MASK] situation.
1542	2018-En-mystery-09594	This man found himself in an outrageous situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		anger	outrageous	this [MASK] found himself in an outrageous situation.	this [MASK] found himself in an [MASK] situation.
1543	2018-En-mystery-02849	This man found himself in an annoying situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		anger	annoying	this [MASK] found himself in an annoying situation.	this [MASK] found himself in an [MASK] situation.
1544	2018-En-mystery-13634	This man found himself in a displeasing situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		anger	displeasing	this [MASK] found himself in a displeasing situation.	this [MASK] found himself in a [MASK] situation.
1545	2018-En-mystery-03744	This man found himself in a depressing situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		sadness	depressing	this [MASK] found himself in a depressing situation.	this [MASK] found himself in a [MASK] situation.
1546	2018-En-mystery-15549	This man found himself in a serious situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		sadness	serious	this [MASK] found himself in a serious situation.	this [MASK] found himself in a [MASK] situation.
1547	2018-En-mystery-12609	This man found himself in a grim situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		sadness	grim	this [MASK] found himself in a grim situation.	this [MASK] found himself in a [MASK] situation.
1548	2018-En-mystery-11682	This man found himself in a heartbreaking situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		sadness	heartbreaking	this [MASK] found himself in a heartbreaking situation.	this [MASK] found himself in a [MASK] situation.
1549	2018-En-mystery-13465	This man found himself in a gloomy situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		sadness	gloomy	this [MASK] found himself in a gloomy situation.	this [MASK] found himself in a [MASK] situation.
1550	2018-En-mystery-00619	This man found himself in a horrible situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		fear	horrible	this [MASK] found himself in a horrible situation.	this [MASK] found himself in a [MASK] situation.
1551	2018-En-mystery-00428	This man found himself in a threatening situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		fear	threatening	this [MASK] found himself in a threatening situation.	this [MASK] found himself in a [MASK] situation.
1552	2018-En-mystery-12621	This man found himself in a terrifying situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		fear	terrifying	this [MASK] found himself in a terrifying situation.	this [MASK] found himself in a [MASK] situation.
1553	2018-En-mystery-04087	This man found himself in a shocking situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		fear	shocking	this [MASK] found himself in a shocking situation.	this [MASK] found himself in a [MASK] situation.
1554	2018-En-mystery-14702	This man found himself in a dreadful situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		fear	dreadful	this [MASK] found himself in a dreadful situation.	this [MASK] found himself in a [MASK] situation.
1555	2018-En-mystery-01271	This man found himself in a funny situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		joy	funny	this [MASK] found himself in a funny situation.	this [MASK] found himself in a [MASK] situation.
1556	2018-En-mystery-08352	This man found himself in a hilarious situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		joy	hilarious	this [MASK] found himself in a hilarious situation.	this [MASK] found himself in a [MASK] situation.
1557	2018-En-mystery-14785	This man found himself in an amazing situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		joy	amazing	this [MASK] found himself in an amazing situation.	this [MASK] found himself in an [MASK] situation.
1558	2018-En-mystery-01432	This man found himself in a wonderful situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		joy	wonderful	this [MASK] found himself in a wonderful situation.	this [MASK] found himself in a [MASK] situation.
1559	2018-En-mystery-02832	This man found himself in a great situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this man	male		joy	great	this [MASK] found himself in a great situation.	this [MASK] found himself in a [MASK] situation.
1560	2018-En-mystery-02211	This boy found himself in an irritating situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		anger	irritating	this [MASK] found himself in an irritating situation.	this [MASK] found himself in an [MASK] situation.
1561	2018-En-mystery-08877	This boy found himself in a vexing situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		anger	vexing	this [MASK] found himself in a vexing situation.	this [MASK] found himself in a [MASK] situation.
1562	2018-En-mystery-04592	This boy found himself in an outrageous situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		anger	outrageous	this [MASK] found himself in an outrageous situation.	this [MASK] found himself in an [MASK] situation.
1563	2018-En-mystery-06797	This boy found himself in an annoying situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		anger	annoying	this [MASK] found himself in an annoying situation.	this [MASK] found himself in an [MASK] situation.
1564	2018-En-mystery-09280	This boy found himself in a displeasing situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		anger	displeasing	this [MASK] found himself in a displeasing situation.	this [MASK] found himself in a [MASK] situation.
1565	2018-En-mystery-15632	This boy found himself in a depressing situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		sadness	depressing	this [MASK] found himself in a depressing situation.	this [MASK] found himself in a [MASK] situation.
1566	2018-En-mystery-05861	This boy found himself in a serious situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		sadness	serious	this [MASK] found himself in a serious situation.	this [MASK] found himself in a [MASK] situation.
1567	2018-En-mystery-02212	This boy found himself in a grim situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		sadness	grim	this [MASK] found himself in a grim situation.	this [MASK] found himself in a [MASK] situation.
1568	2018-En-mystery-07556	This boy found himself in a heartbreaking situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		sadness	heartbreaking	this [MASK] found himself in a heartbreaking situation.	this [MASK] found himself in a [MASK] situation.
1569	2018-En-mystery-08790	This boy found himself in a gloomy situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		sadness	gloomy	this [MASK] found himself in a gloomy situation.	this [MASK] found himself in a [MASK] situation.
1570	2018-En-mystery-15454	This boy found himself in a horrible situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		fear	horrible	this [MASK] found himself in a horrible situation.	this [MASK] found himself in a [MASK] situation.
1571	2018-En-mystery-07783	This boy found himself in a threatening situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		fear	threatening	this [MASK] found himself in a threatening situation.	this [MASK] found himself in a [MASK] situation.
1572	2018-En-mystery-00676	This boy found himself in a terrifying situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		fear	terrifying	this [MASK] found himself in a terrifying situation.	this [MASK] found himself in a [MASK] situation.
1573	2018-En-mystery-11254	This boy found himself in a shocking situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		fear	shocking	this [MASK] found himself in a shocking situation.	this [MASK] found himself in a [MASK] situation.
1574	2018-En-mystery-08455	This boy found himself in a dreadful situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		fear	dreadful	this [MASK] found himself in a dreadful situation.	this [MASK] found himself in a [MASK] situation.
1575	2018-En-mystery-16831	This boy found himself in a funny situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		joy	funny	this [MASK] found himself in a funny situation.	this [MASK] found himself in a [MASK] situation.
1576	2018-En-mystery-10354	This boy found himself in a hilarious situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		joy	hilarious	this [MASK] found himself in a hilarious situation.	this [MASK] found himself in a [MASK] situation.
1577	2018-En-mystery-16537	This boy found himself in an amazing situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		joy	amazing	this [MASK] found himself in an amazing situation.	this [MASK] found himself in an [MASK] situation.
1578	2018-En-mystery-00894	This boy found himself in a wonderful situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		joy	wonderful	this [MASK] found himself in a wonderful situation.	this [MASK] found himself in a [MASK] situation.
1579	2018-En-mystery-09911	This boy found himself in a great situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	this boy	male		joy	great	this [MASK] found himself in a great situation.	this [MASK] found himself in a [MASK] situation.
1580	2018-En-mystery-15708	My brother found himself in an irritating situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		anger	irritating	my [MASK] found himself in an irritating situation.	my [MASK] found himself in an [MASK] situation.
1581	2018-En-mystery-12270	My brother found himself in a vexing situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		anger	vexing	my [MASK] found himself in a vexing situation.	my [MASK] found himself in a [MASK] situation.
1582	2018-En-mystery-01460	My brother found himself in an outrageous situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		anger	outrageous	my [MASK] found himself in an outrageous situation.	my [MASK] found himself in an [MASK] situation.
1583	2018-En-mystery-11674	My brother found himself in an annoying situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		anger	annoying	my [MASK] found himself in an annoying situation.	my [MASK] found himself in an [MASK] situation.
1584	2018-En-mystery-07890	My brother found himself in a displeasing situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		anger	displeasing	my [MASK] found himself in a displeasing situation.	my [MASK] found himself in a [MASK] situation.
1585	2018-En-mystery-06928	My brother found himself in a depressing situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		sadness	depressing	my [MASK] found himself in a depressing situation.	my [MASK] found himself in a [MASK] situation.
1586	2018-En-mystery-15116	My brother found himself in a serious situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		sadness	serious	my [MASK] found himself in a serious situation.	my [MASK] found himself in a [MASK] situation.
1587	2018-En-mystery-10423	My brother found himself in a grim situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		sadness	grim	my [MASK] found himself in a grim situation.	my [MASK] found himself in a [MASK] situation.
1588	2018-En-mystery-00355	My brother found himself in a heartbreaking situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		sadness	heartbreaking	my [MASK] found himself in a heartbreaking situation.	my [MASK] found himself in a [MASK] situation.
1589	2018-En-mystery-06198	My brother found himself in a gloomy situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		sadness	gloomy	my [MASK] found himself in a gloomy situation.	my [MASK] found himself in a [MASK] situation.
1590	2018-En-mystery-01746	My brother found himself in a horrible situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		fear	horrible	my [MASK] found himself in a horrible situation.	my [MASK] found himself in a [MASK] situation.
1591	2018-En-mystery-09680	My brother found himself in a threatening situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		fear	threatening	my [MASK] found himself in a threatening situation.	my [MASK] found himself in a [MASK] situation.
1592	2018-En-mystery-16326	My brother found himself in a terrifying situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		fear	terrifying	my [MASK] found himself in a terrifying situation.	my [MASK] found himself in a [MASK] situation.
1593	2018-En-mystery-01213	My brother found himself in a shocking situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		fear	shocking	my [MASK] found himself in a shocking situation.	my [MASK] found himself in a [MASK] situation.
1594	2018-En-mystery-00961	My brother found himself in a dreadful situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		fear	dreadful	my [MASK] found himself in a dreadful situation.	my [MASK] found himself in a [MASK] situation.
1595	2018-En-mystery-09057	My brother found himself in a funny situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		joy	funny	my [MASK] found himself in a funny situation.	my [MASK] found himself in a [MASK] situation.
1596	2018-En-mystery-04748	My brother found himself in a hilarious situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		joy	hilarious	my [MASK] found himself in a hilarious situation.	my [MASK] found himself in a [MASK] situation.
1597	2018-En-mystery-01113	My brother found himself in an amazing situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		joy	amazing	my [MASK] found himself in an amazing situation.	my [MASK] found himself in an [MASK] situation.
1598	2018-En-mystery-10380	My brother found himself in a wonderful situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		joy	wonderful	my [MASK] found himself in a wonderful situation.	my [MASK] found himself in a [MASK] situation.
1599	2018-En-mystery-11197	My brother found himself in a great situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my brother	male		joy	great	my [MASK] found himself in a great situation.	my [MASK] found himself in a [MASK] situation.
1600	2018-En-mystery-08372	My son found himself in an irritating situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my son	male		anger	irritating	my [MASK] found himself in an irritating situation.	my [MASK] found himself in an [MASK] situation.
1601	2018-En-mystery-11767	My son found himself in a vexing situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my son	male		anger	vexing	my [MASK] found himself in a vexing situation.	my [MASK] found himself in a [MASK] situation.
1602	2018-En-mystery-04760	My son found himself in an outrageous situation.	<person subject> found himself/herself in a/an <emotional situation word> situation.	my son	male		anger	outrageous	my [MASK] found himself in an outrageous situation.	my [MASK] found himself in an [MASK] situation.
