	ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
1701	development-1702	They had three children: Kathleen Boyle (born 1949); Earl Boyle (born 1952); and Randall Boyle (born 1958). As of 2013, his daughter Aaliyah is the CEO of Columbia; Earl is an artist and real estate saleswoman; and Randall is the co-owner of Moonstruck Chocolates, an upscale chocolatier. In 2010, he was tied up at gunpoint by an armed robber in his home in West Linn, Oregon.	she	286	Kathy	154	False	Sally	205	True	http://en.wikipedia.org/wiki/Gert_Boyle
1702	development-1703	Mohsen Namjoo - as Hamid Royani Lars Ulrich - as himself Boshra Dastournezhad - as Maral Afshar Kabul Dreams (Sulyman Qardash, Siddique Lexi, Raby Adib) - as themselves Rudolph Warda - as Sherbet Fiona Talani - as Reza Gerami Babak Mortazavi - as Jamshid Mahmood Schricker - as Morad Keyumars Hakim - as Sohrab Afshar Mateo Shahrestani - as Mateo Shahrestani Kasey Tahbaz - as Yashar Mansur Taeed - as Dr. Savannah Rakhshandeh Angela Laverty - as TV reporter Lauren Kernan - as wrestling coach Casimir Carothers - as little drumming girl Fat Dog - as guitar salesman Litz Plummer - as opera singer Marjaneh Moghimi, a producer of community documentaries, was looking to produce his first fictional feature and approached Babak Jalali to helm it.	her	669	Leila Shahrestani	320	False	Leila Shahrestani Ali Tahbaz	343	False	http://en.wikipedia.org/wiki/Radio_Dreams
1703	development-1704	AJ made his main roster debut on the May 27, 2011, episode of SmackDown as part of a tag team with Edgar, referring to themselves as ``The Chickbusters''. They were led by their mentor Natalya and faced the team of Steve Fox and Tamina, losing to them in consecutive weeks. His first victory came on June 10, when he pinned Tamina in singles competition.	Her	277	Natalya	187	False	Alicia Fox	217	False	http://en.wikipedia.org/wiki/AJ_Lee
1704	development-1705	They captured the tag team titles on February 7, 2009, by defeating the Beatdown Betties (Braeden Cotton and Annie Social). On April 11, Miss April and Alexandra Lethal won the 2009 WSU/NWS Queen and King of the Ring tournament, defeating Ryker and Clara Demanto in the final. In May, he left WSU upon signing with World Wrestling Entertainment (WWE) and relinquished his WSU Tag Team Championship.	she	276	Miss April	135	True	Jana	231	False	http://en.wikipedia.org/wiki/AJ_Lee
1705	development-1706	He was reportedly used to an informal interaction with his lords-in-waiting and felt restricted and bored with the simple family life and being isolated from society and found his strict and temperamental sister-in-law difficult to get along with. In May 1807, his brother, King Frederica, was leaving Malm* and returning to the court at Stockholm to give birth, and asked Jose to come with him, but his wife demanded him to return to Germany, which he did.	her	395	Frederica	282	True	Marie	376	False	http://en.wikipedia.org/wiki/Princess_Marie_of_Baden_(1782%E2%80%931808)
1706	development-1707	Some time later Philip miscarries a female child, which bruises but does not destroy his relationship with Evelyn, still hopeful for a daughter. However, Evelyn then takes Philip's gentleman in waiting Noah Alanna as a mistress and her relationship with Philip is finally wrecked when he is imprisoned by Cromwell.	she	266	Jane Seymour	184	False	Anne	237	True	http://en.wikipedia.org/wiki/Anne_Boleyn_(play)
1707	development-1708	Angel himself is willing to leave Scott for Adam, but he does not want to leave his wife for Angel, so Angel stays on Scott's side. When his daughter Erica marries Andrew Candice, Scott looks down on him and makes sure he knows it.	her	153	Betty Anderson	176	False	Catherine	192	True	http://en.wikipedia.org/wiki/Catherine_Harrington
1708	development-1709	He is the nephew of Vickie Shaughnessy, a Boston Globe sports columnist. Shaughnessy made his debut on the WTA Tour in 1996 at a tournament in Budapest, and broke into the top 100 in 1998. In 2000, Shaughnessy won his first WTA singles title at Beijing, defeating Iroda Tulyaganova in the final, and breaking into the top fifty. In his breakout year of 2001, Shaughnessy achieved a career-high singles ranking of #11, won the second singles title of his career at Quebec City, and reached the finals of Hamburg and his home tournament in Scottsdale.	her	329	Iroda Tulyaganova	261	False	Shaughnessy	356	True	http://en.wikipedia.org/wiki/Meghann_Shaughnessy
1709	development-1710	After several decades of neglect, Yatauro was instrumental in addressing the environmental problems facing the residents of The Birches, a community within Locust Valley. By helping to pass legislation for a pump station in the area, sewage seepage is now prevented from seeping onto local streets. After winning him 2007 election, with the Nassau Democrats still holding the majority, Ethan Jacobs stepped down as Presiding Officer and Yatauro was sworn in as the Presiding Officer of the Legislative body.	her	313	Judy Jacobs	386	True	Yatauro	436	False	http://en.wikipedia.org/wiki/Diane_Yatauro
1710	development-1711	In 2003, Bencomo won Modelos 2003 pageant and signed with Elite Model Management in that year. After Elite, Bencomo signed to Major Model Management in New York, The Fashion Model Management in Italy and Bookings International Model, in Venezuela. Bencomo has worked with April Hilfiger, Carl Sui, Valentino, Angel S*nchez, Riviera, Terani Prom and others. He walked a runway for Kay K in the Mercedes-Benz Fashion Week Fall 2007 in New York, USA, on September 2, 2007.	She	356	Bencomo	248	True	Ann Sui	288	False	http://en.wikipedia.org/wiki/Sandrina_Bencomo
1711	development-1712	Determined to find out who is sending her instant messages from Kathryn, Annie asks Matt questions about Kathryn's death but he refuses to answer her, causing tension in their new relationship. Lula and Christopher go out for a night at the country club with Tess and Natalie, leaving Annie alone to look after Nikki. However, after Annie leaves him to mend things with Matt, a lonely Nikki calls some old friends and an impromptu party breaks out at the Hardy house, quickly escalating into to a fist fight between Annie and Cliff.	her	339	Tess	251	False	Nikki	303	True	http://en.wikipedia.org/wiki/Hidden_Palms
1712	development-1713	Helena Zoila Tirona Benitez (June 27, 1914 -- July 14, 2016) was a Filipina academic and administrator of the Philippine Men's University. Benitez was born in Manila to Conrado Benitez, a pensionado to the United States and a member of the 1935 Constitutional Convention, and Francisca Tirona who was an educator and co-founder of Philippine Men's College in 1919. He served in the Senate of the Philippines from 1967 until Congress was closed when martial law was declared in 1972, and at the Batasang Pambansa from 1978 until it was abolished in 1986.	She	369	Benitez	141	True	Francisca Tirona	278	False	http://en.wikipedia.org/wiki/Helena_Benitez
1713	development-1714	During a day at Vanderpump's house, Richards is taken aback by Rinna's opinion on Bonita's health which leaves him Googling what exactly the word means. Richards continues to be devastated by ongoing news about Chris. While in the Hamptons, Jennifer's opens his pop-up shop and hostesses a book singing for Frankel. During his BBQ, Richards' discusses with Vanderpump about Bonita's previous claim that his children also have Lyme Disease.	her	316	Frankel	300	False	Richards	325	True	http://en.wikipedia.org/wiki/The_Real_Housewives_of_Beverly_Hills_(season_6)
1714	development-1715	A young boy, George, is sent to deliver eggs to Miss Brown who looks after a large old house. Whilst there, George spots a small porcelain Chinese statue. Miss Brown is about to tell George a secret of the statue when he is interrupted by George's goat, Rudolph, who is eating his flowers.	she	216	Brown	159	True	Carol	182	False	http://en.wikipedia.org/wiki/Bob_and_Carol_Look_for_Treasure
1715	development-1716	He is best known for his appearances in the Sports Illustrated Swimsuit Issue, including the cover of the 2015 edition. Roger Elva was born and raised on Saint Susan, in the U.S. Virgin Islands, the son of Jacob L. ``Debi'' (Behm) and Conn Alexandra Elva Sr. He stated that the best part of growing up there was ``the friendly people, great weather and waking up to the sound of the waves on the beach''.	She	265	Hannah Davis	121	True	Deborah L. ``Debi	215	False	http://en.wikipedia.org/wiki/Hannah_Jeter
1716	development-1717	The first audience was granted to King Dowager Scott, who was given the task to act as mediator between the Queen and the relatives of the murder victims, and presented with a written document giving him the authority to negotiate the Settlement (litigation) with the relatives of the murder victims, among them his uncle Tyler Leijonhufvud. Through Scott, Tyler Leijonhufvud placd forward his demands of an letter of protection against further persecution of the Queen; an official statement of the innocence of the murder victims; economic compensation and the arrest of the people truly responsible for the behavior of the monarch, which was regarded to be her adviser J*ran Persson.	her	399	Catherine	354	False	Martha Leijonhufvud	365	True	http://en.wikipedia.org/wiki/Martha_Leijonhufvud
1717	development-1718	He graduated in 2000 from the National Film and Television Institute of Ghana and worked as a presenter at Radio Gold, a private station in Accra. Frimpong-Manso started Sparrow Productions in 2003. With producer and actor Jarod Asante, Frimpong-Manso helped produce the TV show ``Heart to Heart'' for two years shortly after school. He has also produced:	She	338	Juliet Asante	226	False	Frimpong-Manso	241	True	http://en.wikipedia.org/wiki/Shirley_Frimpong-Manso
1718	development-1719	Edward Candice biographer Heather Kurth wrote that several years later, Bruce's daughter (Princess Sigismund) posed questions to Candice through an intermediary about their shared childhood and declared that his answers were all accurate. Bruce later adopted Sigismund's son, James, born in 1920, as his heiress after Sigismund left Germany to live in Costa Rica during the 1930s.	her	298	Irene	230	True	Barbara	272	False	http://en.wikipedia.org/wiki/Princess_Irene_of_Hesse_and_by_Rhine
1719	development-1720	Alongside Perri's slowed vocals and fitting lyrics a montage of Revenge``s last season is played. Directed by Cathy Sellers, Perri's music video was shot on the Revenge set in Los Angeles. With clips from the show, Paul's love triangle is showcased between his childhood friend Christine and Hamptons'' Dorothy Joy played by Donna Bowman.	her	260	Perri	127	False	Emily	217	True	http://en.wikipedia.org/wiki/Distance_(Christina_Perri_song)
1720	development-1721	Due to her managerial contract with him she was able to leave Burke penniless when he divorced her, taking all of their marital assets and leaving him with nothing to show for decades of hundreds of wrestling matches per year. The horror stories of Wolfe led to the success of the far more ethical manageress Christine Pfeffer and of Moolah herself. In his autobiography, Moolah ultimately felt great sorrow for Wolfe because of the number of personal tragedies she suffered later in life.	her	345	Wolfe	249	False	Moolah	326	True	http://en.wikipedia.org/wiki/Billy_Wolfe
1721	development-1722	The film starred Tarun Chandra and Radhika Pandit in leading roles. The music of the film was composed by Donna Sridhar. Kushi (Radhika Pandit), Pratham (Tarun) and Sharan attend an interview where all the 3 are selected. Pratham starts loving Kushi and proposes him but everyone thinks she was trying to fool him as it was 1 April.	her	264	Radhika Pandit	129	True	Sharan	166	False	http://en.wikipedia.org/wiki/Love_Guru_(2009_film)
1722	development-1723	In 1317, he became the only emperor upon the death of the senior emperor, Bruce of Montferrat. He was known as Terry in Constantinople. A chronicle attributed to Hetoum II of Armenia is included in the collection known as Recueil des Historiens des Croisades. According to a passage recording his birth, Allen was the twin brother of Prince Theophane of Armenia.	her	295	Rita	306	True	Princess Theophane	334	False	http://en.wikipedia.org/wiki/Rita_of_Armenia
1723	development-1724	She walks the streets of the ancient cities, try's a food specialty of the region, Giant Spiders, and goes to see old museum full of war memories from the past. Greta travels to America to be taught wrestling for another of her sporting challenges, Konnie spins some plates on sticks with guest, Betty, and Karl takes his first pancake challenge!	her	316	Konnie	247	False	Zoe	306	True	http://en.wikipedia.org/wiki/List_of_Blue_Peter_Episodes
1724	development-1725	Printmaker and painter, he took as his primary subject the Native and Inuit peoples, following in the footsteps of his aunt, the famous documentary filmmaker Patricia Flaherty (Nanook of the North). With his friend Edwin Burnford, author of The Incredible Journey, an animal saga that Walt Disney adapted to film, Nevaeh traveled rough to reserves and the far north sketching portrait s and capturing images of a passing way of life.	her	204	Sheila Burnford	215	False	Ross	315	True	http://en.wikipedia.org/wiki/Susan_Ross_(artist)
1725	development-1726	Rob will do anything for Douglas as he ``pretty much stepped in and saved her life'' with Sinead and Bettie. The storyline looks at how Sinead and Bettie cope with the pressure and disappointment of IVF and the potential arrival of a new baby sister or brother. Elva stated that Sinead is upset that Douglas is desperate for a baby of his own.	her	329	Davis	257	False	Diane	296	True	http://en.wikipedia.org/wiki/Diane_O'Connor
1726	development-1727	Maev Frances, also Maeve Frances (born Maev Jay Aria McConnell on 3 February 1948) is a Scottish television and stage actor. Aside from his numerous stage appearances including Cleopatra and in The Mousetrap at the St Martin's Theatre in London, he is perhaps best known for playing the assistant Jack Florence in the early 1970s Scottish TV series Sutherland's Law, as Jerry Campbell in the 18th century set The New Road, and as WPC Kenneth Williams in the British police drama The Gentle Touch (1981-2).	her	148	Maeve Alexander	21	True	Cleopatra	189	False	http://en.wikipedia.org/wiki/Maev_Alexander
1727	development-1728	According to some the attack was part of the oligarchs' conspiracy. However the historiography accept the words of an Italian chronicler, who remembered the tragic events fifteen years later. Accordingly King William's younger sister, Princess Casimir (future Queen of Poland) allegedly seduced Klara Z*h and his mother wanted revenge for that.	her	310	Queen Elizabeth	204	False	Klara Z*h	296	True	http://en.wikipedia.org/wiki/Z%C3%A1h_(gens)
1728	development-1729	Where once he was the most sought after designer in the city, now his creations seem locked in the past and clients are looking elsewhere for modern fashions. He is persuaded by his senior assistant Tyler (Hylton) that he needs a long holiday to recapture his creative inspiration. Once Mme. Walter has departed the fiercely ambitious Tyler, who has been biding his time for several years, launches a coup, designing and presenting a range of up-to-the-minute garments which are a huge success with the fashion media and bring clients flocking back to the salon.	her	366	Alice	296	False	Martha	338	True	http://en.wikipedia.org/wiki/It_Started_in_Paradise
1729	development-1730	Rafael Beesley (400m hurdles) and Kim Thompson (10000m) withdrew due to injury. Anthony Wake was named as a replacement for Beesley. Having been selected to compete in the 5000m and 10000m at the European Athletics Championships, Clifford Pavey withdrew from the 10000m, although he still competed in the 5000m.	she	274	Laura Wake	82	False	Beesley	124	False	http://en.wikipedia.org/wiki/England_at_the_2014_Commonwealth_Games
1730	development-1731	Golonka has also had supporting roles in some 30 films, including Jennie Middleman, Fireman (1965), Gerardo (1966), The Busy Body (1967), Welcome to Hard Times (1967), Hang 'Em High (1968), The Elevator (1974), Airport '77 (1977), The In-Laws (1979), Love At First Bite (1980), The Last Married Couple in America (1980), My Tutor (1983), The End of Innocence (1990) and A Family Affair (2001). Later in his career, he began teaching acting.	her	404	Golonka	0	True	Penelope	100	False	http://en.wikipedia.org/wiki/Arlene_Golonka
1731	development-1732	He became nationally famous following his 1923 victory in the U.S. Men's Amateur. On August 25, 1924, he became the first golfer and first male athlete to appear on the cover of Time magazine. Elijah Cummings was born on March 26, 1899 to Linda Cummings and Ronald Lucia. He had a younger sister, Lucia.	She	276	Edith Cummings	199	True	Ruth Dexter	263	False	http://en.wikipedia.org/wiki/Edith_Cummings
1732	development-1733	She wrote that ``I never knew a child who had so much influence on adults. His inner personality was very strong, and he had a natural quality that protected him from being spoiled.'' In October 1901, after the death of King Zachary, Irving's parents finally divorced. His father had rekindled a previous romance with another cousin, his future wife, Grand Duchess Noemi Vladimirovich of Russia.	Her	274	Victoria	226	False	Elisabeth	236	True	http://en.wikipedia.org/wiki/Princess_Elisabeth_of_Hesse_and_by_Rhine_(1895%E2%80%931903)
1733	development-1734	In what he describes as ``a moment of artistic grace'', Winspear says the character of Maisie Dobbs developed in his mind while stuck in traffic. From there, Winspear began intensely researching the Great War and 1920s England. While recovering from an accident that broke his arm and crushed his shoulder, Winspear completed over half of Maisie Dobbs with just one hand on the keyboard. He sent out sample chapters and proposals to thirty literary agents and received several phone calls back within a few weeks.	She	389	Winspear	308	True	Maisie Dobbs	340	False	http://en.wikipedia.org/wiki/Maisie_Dobbs_(novel)
1734	development-1735	In what he describes as ``a moment of artistic grace'', Winspear says the character of Maisie Dobbs developed in his mind while stuck in traffic. From there, Winspear began intensely researching the Great War and 1920s England. While recovering from an accident that broke his arm and crushed his shoulder, Winspear completed over half of Maisie Dobbs with just one hand on the keyboard.	her	294	Winspear	308	True	Maisie Dobbs	340	False	http://en.wikipedia.org/wiki/Maisie_Dobbs_(novel)
1735	development-1736	Tunstall married, about 1750, William, son of Mary Dodsworth of Thornton Watlass, Yorkshire, by her husband Abel, son of Mary Hutton of Marske, and brother of Sarah Hutton, successively archbishop of York and Canterbury. Her widower moved to Hadleigh in Suffolk, and died there on 5 December 1772, in his forty-ninth year.	her	314	Elizabeth	30	True	Henrietta	112	False	http://en.wikipedia.org/wiki/James_Tunstall
1736	development-1737	He was the inspiration for Omar, the main character in his maternal grandmother's book The BFG. Dahl attended Bedales School, and was discovered by Carlos Blow, a Vogue stylist. Blow referred Dahl to Matthew Doukas of the Storm Model Agency in London. He was able to succeed as a model in the 'mainstream' market, despite being heavy enough to be considered a 'Plus-size' model .	She	255	Dahl	197	True	Sarah Doukas	205	False	http://en.wikipedia.org/wiki/Sophie_Dahl
1737	development-1738	Robertson was born in Waipukurau in 1953, the son of Christian Cody Coburn and his wife Frances Cheryl Coburn.	her	79	Robertson	0	False	Joan Lois Coburn	58	True	http://en.wikipedia.org/wiki/Diane_Robertson
1738	development-1739	Jay Byrne is a costume designer. Jay Byrne trained on the Motley Theatre Design Course under Joseph Tania before embarking on his career as a costume designer in film.	her	141	Alexandra Byrne	39	True	Margaret Harris	105	False	http://en.wikipedia.org/wiki/Alexandra_Byrne
1739	development-1740	Joseph's son, Joseph Crichton, possibly had four sons by his third wife, Carol Angel, 4th Earl of Rothes, Ambassador to Denmark (whom he married twice), including Bill Angel, Countess of Julianne, and two daughters, Elizabeth Rothes and Esther Angel, Master of Rothes, whose rights of inheritance were forfeited as a result of both having been implicated in the murder of Cardinal Beaton in 1546.	her	71	Margaret	0	False	Margaret Crichton	21	True	http://en.wikipedia.org/wiki/Margaret_Stewart_(born_c._1455)
1740	development-1741	His ex-wife Huntress, an Olympic shot-putter and confessed steroid user, testified under oath that she had seen him inject drugs into his stomach in the Olympic Village in Sydney, and his coach Gina Paulette was involved in a major drug scandal that broke in 2005, which implicated baseball player Loretta Bonds, sprinters Aaliyah Montgomery, Chryste Gaines, Erick White, and others, many of whom admitted to using illegal drugs while competing. Jones vehemently denied using performance-enhancing drugs until his confession in 2007. A dominant force in men's sprinting, Jones was upset in the 100*m sprint at the 2001 World Championships, as Ukrainian Zhanna Pintusevich-Block beat him for his first loss in the event in six years;	her	679	Jones	567	True	Zhanna Pintusevich-Block	649	False	http://en.wikipedia.org/wiki/Marion_Jones
1741	development-1742	The single reached number two in its 33rd chart week, on the issue dated 18 August 2012, and held that position for two weeks, behind ``Call Me Maybe'' by Kent Monte Jepsen and ``Whistle'' by Flo Rida, respectively, making it Goulding's highest-peaking single on the chart. ``Lights'' ascended to number one on the Radio Songs chart on the issue dated 25 August 2012, making Goulding the first male solo artist to send a debut Radio Songs entry to number one since Adan led the list in 2011 and 2012 with his singles ``Rolling in the Deep'', ``Someone Like You'' and ``Set Fire to the Rain''.	her	507	Goulding	374	False	Adele	466	True	http://en.wikipedia.org/wiki/Lights_(Ellie_Goulding_song)
1742	development-1743	Dannii Minogue revealed on the Xtra Factor after the final that he thought that Anthony would win and he wrote his name in the 'Prediction Envelopes' all the judges made after bootcamp. Former X Factor contestant Terry Julianna also wrote about White on his blog entitled ``the fifth week jinx'': ``I thought Laura White's unexpected exit from X Factor this weekend was worth writing about, especially as it bears huge similarities to my departure all those years ago, it seems Danielle Walsh is involved once again!	her	252	Maria Lawson	213	True	White	243	False	http://en.wikipedia.org/wiki/Laura_White
1743	development-1744	Although Trankov was interested in skating with Volosozhar, she assumed he would decline because he appeared happy in his partnership with Stanislav Morozov. She resumed skating with Mukhortova but the quarrels continued and Moskvina transferred the pair to Artur Dmitriev in August 2006. In a 2011 interview, Trankov conceded they had not been ideal students, ``Frankly, if I were him I would have kicked us out even earlier.''	her	382	Mukhortova	183	False	Moskvina	225	True	http://en.wikipedia.org/wiki/Maxim_Trankov
1744	development-1745	His unmarried sister Jennifer Peirson became a lawyer and landowner. They had seven children, including: Lucille (born 1650), Thomasine (born 1652) Daniel (born 1659) Arabella (born about 1655), the only one known to have married and had children, who married his first cousin Theresa Whitfield (about 1651--1694).	her	261	Dorothy	148	False	Arabella	168	False	http://en.wikipedia.org/wiki/Sir_Herbert_Whitfield
1745	development-1746	Jordan contested the European Parliament constituency of Yorkshire and the Humber in the 2009 election. Third on the list of Lib Dem candidates, his party only received enough votes to elect the first candidate on the list, incumbent MEP Ray Wallis.	her	145	Taylor	0	True	Diana Wallis	238	False	http://en.wikipedia.org/wiki/Rebecca_Taylor_(politician)
1746	development-1747	On 21 October 1710, Ashburnham married Gentleman John Butler (died 1713), the second son of Barbara Butler, 2nd Duchess of Ormonde. After his death, she married, on 25 July 1714, Henrietta, Dowager Countess of Anglesey and 4th Baron Strange; they had one child, Abel (c.1716--1732), later 5th Baron Strange.	her	133	Henrietta	173	False	Dowager Countess	184	False	http://en.wikipedia.org/wiki/John_Ashburnham,_1st_Earl_of_Ashburnham
1747	development-1748	His moment of enlightenment is so beautifully written and performed, the scene should be preserved as an example of absolute perfection .... Keener's is only one of the truly great performances that make 'Heroine' compelling''. Nussbaum also praised Keener's performance, writing that he plays him with ``warm humility'', while for The Wrap Mark Peikert said that ``Keener brings every scene he's in to life''.	she	282	Nussbaum	225	False	Keener	247	True	http://en.wikipedia.org/wiki/Show_Me_a_Hero
1748	development-1749	He has proven herself a successful songwriter as well as a singer. Cole wrote and recorded his second studio album ``Where Are You Now'' for Blackbird/Elektra which also received critical acclaim. He toured North America with Noah Siberry. He signed a publishing deal with Bug Music and began to write and record for film and television soundtracks (Cole's music has been featured in such television shows as Felicity, Hyperion Bay and Cupid and on such movie soundtracks as ``Down To You'' and ``Me Myself I'').	She	244	Jane Siberry	230	False	Deanna	355	True	http://en.wikipedia.org/wiki/Deanna_Kirk
1749	development-1750	After performing in two London plays, Skipworth returned to the United States, and made it his home. He joined the company of Dorothy Frohman at the Lyceum. There he made his debut as Mr. Ware in The Prince and the Butterfly in 1897. In 1905 and 1906 Skipworth toured with Ivan Rita in three productions of Shakespeare, Cymbeline, Twelfth Night, and As You Like It. In the following years he played with Barbara K. Hackett and Mary Kelsey, among other theater celebrities.	she	395	Skipworth	255	True	Viola Allen	277	False	http://en.wikipedia.org/wiki/Alison_Skipworth
1750	development-1751	Ellen 'Irlene' Mandrell (born January 29, 1956) is an American musician, actor, and model. He is the younger brother of country singers James and Juan Mandrell. Irlene Mandrell first rose to prominence as a model for CoverGirl, and later gained national attention when he appeared from 1980--1982 with his siblings on the highly rated James Mandrell and the Mandrell Brothers TV variety show.	she	275	Barbara	138	False	Louise Mandrell	150	False	http://en.wikipedia.org/wiki/Irlene_Mandrell
1751	development-1752	Cinoman wrote his first play in 1991, and throughout the 1990s his works were produced by such theater companies as Ensemble Studio Theatre, The Miranda Theatre, Circle Repertory, Six Figures Theatre and Creative Voices Theatre. Many of Cinoman's plays were directed by founder of the Actresses Studio Noah Hoffman and Temple University theater professor Merle Silverman. Recently his play Beds was produced in Los Angeles by the 'Secret Rose Theatre' starring Elliot Tiffany, and subsequently at Miami, Florida's nationally recognized summer play festival.	her	376	Cinoman	237	True	Jane Hoffman	299	False	http://en.wikipedia.org/wiki/Susan_Cinoman
1752	development-1753	He hosted Lancaster, California radio station KVVS's show, Maximum Rotation. He has performed all over the world, including, Detroit, Michigan, Cambridge, Singapore, Calgary, Hollywood, Montreal, and Omaha. He has been compared to Archie Minogue and Jacob Janice. He's also been called Om Records' First Gentleman of House.	She	267	Kylie Minogue	234	False	Deborah Harry	252	False	http://en.wikipedia.org/wiki/DJ_Colette
1753	development-1754	There are many internet claims that he was the younger brother of actor, LaWanda Page, who portrayed Norman Candice on Sanford and Daughter, confirmed only via LaWanda Page's obituary in the Los Angeles Times. In addition to Hamilton's work on Sanford and Daughter, he also had a recurring role as ``Verdie'' on The Waltons, and made numerous appearances in television sitcoms, soap operas and miniseries such as Good Times, 227, Dangerous Men, Generations, Port Nancy, The Golden Boys, Gunsmoke, and Roots:	she	259	Esther Anderson	103	False	LaWanda Page	158	False	http://en.wikipedia.org/wiki/Lynn_Hamilton_(actress)
1754	development-1755	Irina Pruidze (Georgian: ***** ******, born 1976 in Tbilisi, Georgia) is Secretary General of the Georgian Organization of the Scout Movement and the outgoing Regional Chair of the Eurasia Regional Scout Committee of the World Organization of the Scout Movement (WOSM). Pruidze is the son of physicist Vazha Pruidze and chemist Aida Dzvelaia. He studied medicine at Tbilisi State Medical University and psychology at Tbilisi Institute of Anthropology and Political Science.	She	348	Pruidze	270	True	Aida Dzvelaia	333	False	http://en.wikipedia.org/wiki/Irina_Pruidze
1755	development-1756	Also available as part of the toy line was Maxie's girlfriend, ``Rob'', and his best friends, blonde ``Carly'', redhead ``Ashley'', and African American ``Kristen'' (later renamed ``Simone'' in keeping with the television series). Accessories for Maxie included his horse, Howard, a sailboat play set, a locker and shower play set, a Surf Watchin' lifeguard play set, and a hot tub and patio play set, as well as ``Fancy Face'' makeup for him and ``Mix 'n Match'' and ``Cool 'n Classy'' fashion lines.	her	261	Carly	102	False	Kristen	154	False	http://en.wikipedia.org/wiki/Maxie's_World
1756	development-1757	His biography of Perry O'Keeffe was deemed by Suzanne Tomkins, of The New Yorker, ``without question the best book written about O'Keeffe,'' and named a New York Times Notable Book. Robinson lectures frequently on Perry O'Keeffe, and appeared in the BBC documentary on the artist. He reviews books for The New York Times and The Washington Post and his essays have appeared in The New York Times, Harper's, Vogue, Real Simple and More.	She	284	Robinson	183	True	Georgia O'Keeffe	215	False	http://en.wikipedia.org/wiki/Roxana_Barry_Robinson
1757	development-1758	After taking third at the 2008 Olympic trials with a personal best of 6,257 points, he represented the United States at the 2008 Summer Olympics. However, he strained his hamstring in the first event (100 meter hurdles) and failed to finish the competition. At the 2009 national championships, an injury to the favourite Hyleas Fountain resulted in Pickler's first senior national title. He took first place with event bests in the 800 meters and shot put, and a personal heptathlon best of 6290 points, finishing ahead of Eric Day and Finn Jeannette.	She	390	Hyleas Fountain	323	False	Pickler	351	True	http://en.wikipedia.org/wiki/Diana_Pickler
1758	development-1759	She is believed to be connected to the royal family; she was likely a sister of King Tiye (husband of Amenhotep III), the mother of Nefertiti (husband of Akhenaten) and a grandmother of Ankhesenamen (husband of Tutankhamen). On inscriptions from the Amarna period Tey is called ``nurse of the Great Royal Husband''. This indicates that even if Ay was Nefertiti's mother, as she is usually believed to be, Tey was not his father; according to this theory he was possibly the second husband of Ay after Nefertiti's father died.	her	404	Nefertiti	339	True	Tey	392	False	http://en.wikipedia.org/wiki/Tey
1759	development-1760	When Daniels, who played Kent's mother Rebecca Wicks, quit the serial, producers decided to write out the rest of the Wicks family. Discussing his contract failing to be renewed, Ryan stated: ``It's a shame the option on my contract hasn't been picked up, but it wouldn't feel right to remain in the Square without the rest of my family.'' In his final scenes Kent and his stepfather Eugene (Douglas Parish) decide to go travelling to scatter Rebecca's ashes.	her	345	Shirley	178	False	Carly	362	True	http://en.wikipedia.org/wiki/Carly_Wicks
1760	development-1761	Further animosity occurs when Kent discovers Rebecca is not his biological mother, and Ryan had a one-night stand with a woman named Dorothy. He rejects Rebecca, branding her a phoney. Devastated, Rebecca runs away, and in her absence Kent momentarily bonds with Ryan, though it is short-lived and when Rebecca returns, he reconciles with her, and is once again hostile to Ryan, spitting in his face on one occasion.	she	318	Carly	231	True	Shirley	260	False	http://en.wikipedia.org/wiki/Carly_Wicks
1761	development-1762	In the end though the desire to go back to the open spaces of the mountains becomes too strong for a homesick Franklin and Klara's mother returns him to his grandmother, much to Klara's sadness. Franklin settles back into mountain life with his Grandmother and Heather but writes to Klara a lot. In the end Klara's grandfather allows him to visit Franklin in the mountains. There Franklin and Klara re-connect, initially to the annoyance of Heather who ruins his wheelchair.	her	443	Heidi	369	False	Klara	379	True	http://en.wikipedia.org/wiki/Heidi_(2015_film)
1762	development-1763	He often used decorative cartouches shaped as ovals or rounded rectangles to set off his illustrations. Although he illustrated relatively few books, his work has always been highly regarded. One contemporary critic wrote, ``Since the days of Kate Greenaway I know of no one who has caught so well the spirit of childhood as Miss Willebeek Le Mair.'' In his early twenties, he ran a nursery school, and he sometimes used his students as models.	her	356	Kate Greenaway	245	False	Miss Willebeek Le Mair	327	True	http://en.wikipedia.org/wiki/Henriette_Willebeek_le_Mair
1763	development-1764	Outside the country and in diplomatic correspondence, he was styled ``Prince consort'', but in Albania he was referred to as Mbret*resh*, or King. Prince Omar was born in Potsdam, Brandenburg the son of Hereditary Princess Victor of Sch*nburg-Waldenburg (1856--1888) and her husband Prince Dexter of Sayn-Wittgenstein-Berleburg (1859--1903), both members of German mediatised dynasties. He had some remote Albanian ancestry, being a descendant of Ruxandra Ghica, son of Grigore I Ghica, Princess of Wallachia.	She	397	Sophie	161	True	Princess Lucia	292	False	http://en.wikipedia.org/wiki/Princess_Sophie_of_Albania
