ID,Sentence,Template,Person,Gender,Race,Emotion,Emotion word
2018-En-mystery-00668,Betsy found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,anger,irritating
2018-En-mystery-00574,Betsy found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,anger,vexing
2018-En-mystery-08975,Betsy found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,anger,outrageous
2018-En-mystery-10427,Betsy found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,anger,annoying
2018-En-mystery-05423,Betsy found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,anger,displeasing
2018-En-mystery-13285,Betsy found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,sadness,depressing
2018-En-mystery-09300,Betsy found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,sadness,serious
2018-En-mystery-00118,Betsy found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,sadness,grim
2018-En-mystery-11685,Betsy found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,sadness,heartbreaking
2018-En-mystery-01386,Betsy found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,sadness,gloomy
2018-En-mystery-09961,Betsy found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,fear,horrible
2018-En-mystery-13846,Betsy found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,fear,threatening
2018-En-mystery-10210,Betsy found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,fear,terrifying
2018-En-mystery-00153,Betsy found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,fear,shocking
2018-En-mystery-10450,Betsy found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,fear,dreadful
2018-En-mystery-14704,Betsy found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,joy,funny
2018-En-mystery-07061,Betsy found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,joy,hilarious
2018-En-mystery-04533,Betsy found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,joy,amazing
2018-En-mystery-15225,Betsy found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,joy,wonderful
2018-En-mystery-16627,Betsy found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Betsy,female,European,joy,great
2018-En-mystery-15211,Kristin found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,anger,irritating
2018-En-mystery-16022,Kristin found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,anger,vexing
2018-En-mystery-00103,Kristin found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,anger,outrageous
2018-En-mystery-13705,Kristin found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,anger,annoying
2018-En-mystery-16736,Kristin found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,anger,displeasing
2018-En-mystery-14796,Kristin found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,sadness,depressing
2018-En-mystery-01228,Kristin found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,sadness,serious
2018-En-mystery-07878,Kristin found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,sadness,grim
2018-En-mystery-13079,Kristin found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,sadness,heartbreaking
2018-En-mystery-06711,Kristin found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,sadness,gloomy
2018-En-mystery-05477,Kristin found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,fear,horrible
2018-En-mystery-07171,Kristin found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,fear,threatening
2018-En-mystery-02650,Kristin found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,fear,terrifying
2018-En-mystery-13341,Kristin found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,fear,shocking
2018-En-mystery-00221,Kristin found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,fear,dreadful
2018-En-mystery-00964,Kristin found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,joy,funny
2018-En-mystery-14605,Kristin found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,joy,hilarious
2018-En-mystery-06249,Kristin found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,joy,amazing
2018-En-mystery-02138,Kristin found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,joy,wonderful
2018-En-mystery-08078,Kristin found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Kristin,female,European,joy,great
2018-En-mystery-10782,Nancy found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,anger,irritating
2018-En-mystery-15043,Nancy found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,anger,vexing
2018-En-mystery-12286,Nancy found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,anger,outrageous
2018-En-mystery-08330,Nancy found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,anger,annoying
2018-En-mystery-08126,Nancy found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,anger,displeasing
2018-En-mystery-01684,Nancy found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,sadness,depressing
2018-En-mystery-02963,Nancy found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,sadness,serious
2018-En-mystery-16517,Nancy found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,sadness,grim
2018-En-mystery-03154,Nancy found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,sadness,heartbreaking
2018-En-mystery-15910,Nancy found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,sadness,gloomy
2018-En-mystery-08044,Nancy found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,fear,horrible
2018-En-mystery-09570,Nancy found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,fear,threatening
2018-En-mystery-04675,Nancy found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,fear,terrifying
2018-En-mystery-06382,Nancy found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,fear,shocking
2018-En-mystery-04440,Nancy found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,fear,dreadful
2018-En-mystery-03883,Nancy found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,joy,funny
2018-En-mystery-12956,Nancy found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,joy,hilarious
2018-En-mystery-07545,Nancy found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,joy,amazing
2018-En-mystery-09833,Nancy found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,joy,wonderful
2018-En-mystery-11384,Nancy found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Nancy,female,European,joy,great
2018-En-mystery-07442,Stephanie found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,anger,irritating
2018-En-mystery-12745,Stephanie found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,anger,vexing
2018-En-mystery-03189,Stephanie found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,anger,outrageous
2018-En-mystery-15745,Stephanie found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,anger,annoying
2018-En-mystery-04028,Stephanie found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,anger,displeasing
2018-En-mystery-00611,Stephanie found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,sadness,depressing
2018-En-mystery-04848,Stephanie found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,sadness,serious
2018-En-mystery-14034,Stephanie found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,sadness,grim
2018-En-mystery-09826,Stephanie found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,sadness,heartbreaking
2018-En-mystery-05637,Stephanie found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,sadness,gloomy
2018-En-mystery-15550,Stephanie found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,fear,horrible
2018-En-mystery-02820,Stephanie found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,fear,threatening
2018-En-mystery-02453,Stephanie found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,fear,terrifying
2018-En-mystery-01563,Stephanie found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,fear,shocking
2018-En-mystery-14425,Stephanie found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,fear,dreadful
2018-En-mystery-00258,Stephanie found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,joy,funny
2018-En-mystery-00873,Stephanie found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,joy,hilarious
2018-En-mystery-03391,Stephanie found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,joy,amazing
2018-En-mystery-10510,Stephanie found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,joy,wonderful
2018-En-mystery-07357,Stephanie found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Stephanie,female,European,joy,great
2018-En-mystery-16013,Ellen found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,anger,irritating
2018-En-mystery-10078,Ellen found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,anger,vexing
2018-En-mystery-12787,Ellen found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,anger,outrageous
2018-En-mystery-11679,Ellen found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,anger,annoying
2018-En-mystery-04736,Ellen found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,anger,displeasing
2018-En-mystery-07411,Ellen found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,sadness,depressing
2018-En-mystery-03480,Ellen found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,sadness,serious
2018-En-mystery-15815,Ellen found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,sadness,grim
2018-En-mystery-12788,Ellen found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,sadness,heartbreaking
2018-En-mystery-09753,Ellen found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,sadness,gloomy
2018-En-mystery-05341,Ellen found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,fear,horrible
2018-En-mystery-03961,Ellen found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,fear,threatening
2018-En-mystery-03385,Ellen found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,fear,terrifying
2018-En-mystery-09174,Ellen found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,fear,shocking
2018-En-mystery-03012,Ellen found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,fear,dreadful
2018-En-mystery-00131,Ellen found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,joy,funny
2018-En-mystery-00438,Ellen found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,joy,hilarious
2018-En-mystery-07094,Ellen found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,joy,amazing
2018-En-mystery-16394,Ellen found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,joy,wonderful
2018-En-mystery-11603,Ellen found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,Ellen,female,European,joy,great
2018-En-mystery-16740,She found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,anger,irritating
2018-En-mystery-03095,She found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,anger,vexing
2018-En-mystery-14317,She found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,anger,outrageous
2018-En-mystery-11304,She found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,anger,annoying
2018-En-mystery-03728,She found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,anger,displeasing
2018-En-mystery-00951,She found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,sadness,depressing
2018-En-mystery-10415,She found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,sadness,serious
2018-En-mystery-02709,She found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,sadness,grim
2018-En-mystery-13363,She found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,sadness,heartbreaking
2018-En-mystery-03088,She found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,sadness,gloomy
2018-En-mystery-14618,She found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,fear,horrible
2018-En-mystery-08823,She found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,fear,threatening
2018-En-mystery-07256,She found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,fear,terrifying
2018-En-mystery-16914,She found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,fear,shocking
2018-En-mystery-02301,She found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,fear,dreadful
2018-En-mystery-12387,She found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,joy,funny
2018-En-mystery-13111,She found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,joy,hilarious
2018-En-mystery-06613,She found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,joy,amazing
2018-En-mystery-03175,She found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,joy,wonderful
2018-En-mystery-09275,She found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,she,female,,joy,great
2018-En-mystery-13867,This woman found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,anger,irritating
2018-En-mystery-13791,This woman found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,anger,vexing
2018-En-mystery-11247,This woman found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,anger,outrageous
2018-En-mystery-15809,This woman found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,anger,annoying
2018-En-mystery-04057,This woman found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,anger,displeasing
2018-En-mystery-15606,This woman found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,sadness,depressing
2018-En-mystery-07173,This woman found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,sadness,serious
2018-En-mystery-08625,This woman found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,sadness,grim
2018-En-mystery-13970,This woman found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,sadness,heartbreaking
2018-En-mystery-02603,This woman found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,sadness,gloomy
2018-En-mystery-11595,This woman found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,fear,horrible
2018-En-mystery-08627,This woman found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,fear,threatening
2018-En-mystery-15866,This woman found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,fear,terrifying
2018-En-mystery-01519,This woman found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,fear,shocking
2018-En-mystery-05806,This woman found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,fear,dreadful
2018-En-mystery-11281,This woman found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,joy,funny
2018-En-mystery-16279,This woman found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,joy,hilarious
2018-En-mystery-01555,This woman found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,joy,amazing
2018-En-mystery-08029,This woman found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,joy,wonderful
2018-En-mystery-13117,This woman found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this woman,female,,joy,great
2018-En-mystery-00175,This girl found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,anger,irritating
2018-En-mystery-04497,This girl found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,anger,vexing
2018-En-mystery-06913,This girl found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,anger,outrageous
2018-En-mystery-09363,This girl found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,anger,annoying
2018-En-mystery-12693,This girl found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,anger,displeasing
2018-En-mystery-12247,This girl found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,sadness,depressing
2018-En-mystery-01799,This girl found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,sadness,serious
2018-En-mystery-07860,This girl found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,sadness,grim
2018-En-mystery-00255,This girl found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,sadness,heartbreaking
2018-En-mystery-16334,This girl found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,sadness,gloomy
2018-En-mystery-08285,This girl found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,fear,horrible
2018-En-mystery-04598,This girl found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,fear,threatening
2018-En-mystery-04229,This girl found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,fear,terrifying
2018-En-mystery-00628,This girl found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,fear,shocking
2018-En-mystery-06812,This girl found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,fear,dreadful
2018-En-mystery-03773,This girl found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,joy,funny
2018-En-mystery-05119,This girl found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,joy,hilarious
2018-En-mystery-03515,This girl found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,joy,amazing
2018-En-mystery-12823,This girl found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,joy,wonderful
2018-En-mystery-05164,This girl found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,this girl,female,,joy,great
2018-En-mystery-13293,My sister found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,anger,irritating
2018-En-mystery-09975,My sister found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,anger,vexing
2018-En-mystery-10770,My sister found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,anger,outrageous
2018-En-mystery-00617,My sister found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,anger,annoying
2018-En-mystery-01076,My sister found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,anger,displeasing
2018-En-mystery-06989,My sister found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,sadness,depressing
2018-En-mystery-04015,My sister found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,sadness,serious
2018-En-mystery-13904,My sister found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,sadness,grim
2018-En-mystery-00978,My sister found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,sadness,heartbreaking
2018-En-mystery-15383,My sister found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,sadness,gloomy
2018-En-mystery-04740,My sister found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,fear,horrible
2018-En-mystery-14609,My sister found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,fear,threatening
2018-En-mystery-05264,My sister found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,fear,terrifying
2018-En-mystery-15115,My sister found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,fear,shocking
2018-En-mystery-07123,My sister found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,fear,dreadful
2018-En-mystery-14448,My sister found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,joy,funny
2018-En-mystery-05597,My sister found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,joy,hilarious
2018-En-mystery-03741,My sister found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,joy,amazing
2018-En-mystery-03285,My sister found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,joy,wonderful
2018-En-mystery-14054,My sister found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my sister,female,,joy,great
2018-En-mystery-03857,My daughter found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,anger,irritating
2018-En-mystery-11217,My daughter found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,anger,vexing
2018-En-mystery-01716,My daughter found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,anger,outrageous
2018-En-mystery-15772,My daughter found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,anger,annoying
2018-En-mystery-11914,My daughter found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,anger,displeasing
2018-En-mystery-01708,My daughter found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,sadness,depressing
2018-En-mystery-12081,My daughter found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,sadness,serious
2018-En-mystery-07261,My daughter found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,sadness,grim
2018-En-mystery-05693,My daughter found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,sadness,heartbreaking
2018-En-mystery-06902,My daughter found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,sadness,gloomy
2018-En-mystery-07277,My daughter found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,fear,horrible
2018-En-mystery-00487,My daughter found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,fear,threatening
2018-En-mystery-07558,My daughter found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,fear,terrifying
2018-En-mystery-10809,My daughter found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,fear,shocking
2018-En-mystery-02549,My daughter found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,fear,dreadful
2018-En-mystery-12532,My daughter found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,joy,funny
2018-En-mystery-01689,My daughter found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,joy,hilarious
2018-En-mystery-04589,My daughter found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,my daughter,female,,joy,amazing
