,uid,sentence_text,tokens,profession,g,profession_first_index,g_first_index,predicted gender,stereotype,distance,num_of_pronouns,corpus,data_index
1218,1219,"Later , an arrancar surgeon reattaches Yammy 's arm and he accompanies Luppi , Grimmjow , and Wonderweiss to attack the Soul Reapers in the human world .","['Later', ',', 'an', 'arrancar', 'surgeon', 'reattaches', 'Yammy', ""'s"", 'arm', 'and', 'he', 'accompanies', 'Luppi', ',', 'Grimmjow', ',', 'and', 'Wonderweiss', 'to', 'attack', 'the', 'Soul', 'Reapers', 'in', 'the', 'human', 'world', '.']",surgeon,he,4,10,Male,1,6,1,wikipedia,11
1219,1220,The treatment with leflunomide was suspended ; the conditions of the patient gradually improved and he became completely asymptomatic 1 week later .,"['The', 'treatment', 'with', 'leflunomide', 'was', 'suspended', ';', 'the', 'conditions', 'of', 'the', 'patient', 'gradually', 'improved', 'and', 'he', 'became', 'completely', 'asymptomatic', '1', 'week', 'later', '.']",patient,he,11,15,Male,0,4,1,pubmed,11
1220,1221,"Despite the mixed reviews , Nolan was thoroughly impressed by Snyder 's work , saying that the director "" knocked it out of the park "" , and that he believed the film would have the same potential to excite audiences as when he himself saw the Christopher Reeve version in 1978 .","['Despite', 'the', 'mixed', 'reviews', ',', 'Nolan', 'was', 'thoroughly', 'impressed', 'by', 'Snyder', ""'s"", 'work', ',', 'saying', 'that', 'the', 'director', '""', 'knocked', 'it', 'out', 'of', 'the', 'park', '""', ',', 'and', 'that', 'he', 'believed', 'the', 'film', 'would', 'have', 'the', 'same', 'potential', 'to', 'excite', 'audiences', 'as', 'when', 'he', 'himself', 'saw', 'the', 'Christopher', 'Reeve', 'version', 'in', '1978', '.']",director,he,17,29,Male,1,12,3,wikipedia,11
1221,1222,The patient deteriorated rapidly and she died 4 days later .,"['The', 'patient', 'deteriorated', 'rapidly', 'and', 'she', 'died', '4', 'days', 'later', '.']",patient,she,1,5,Female,0,4,1,pubmed,11
1222,1223,Our patient has noticed significant improvement regarding cognition after completing cyclophosphamide treatment and she was pleased with this outcome .,"['Our', 'patient', 'has', 'noticed', 'significant', 'improvement', 'regarding', 'cognition', 'after', 'completing', 'cyclophosphamide', 'treatment', 'and', 'she', 'was', 'pleased', 'with', 'this', 'outcome', '.']",patient,she,1,13,Female,0,12,1,covid19,11
1223,1224,"The president was n't happy with the new sanctions , but he had to sign the bill . ""","['The', 'president', 'was', ""n't"", 'happy', 'with', 'the', 'new', 'sanctions', ',', 'but', 'he', 'had', 'to', 'sign', 'the', 'bill', '.', '""']",president,he,1,11,Male,1,10,1,wikipedia,11
1224,1225,The present observations show that the patient tends to have a small number of HFN in the early stages of the disease ; with increasing severity of the disease he develops a larger number ; in the terminal stage he again exhibits relatively few notches .,"['The', 'present', 'observations', 'show', 'that', 'the', 'patient', 'tends', 'to', 'have', 'a', 'small', 'number', 'of', 'HFN', 'in', 'the', 'early', 'stages', 'of', 'the', 'disease', ';', 'with', 'increasing', 'severity', 'of', 'the', 'disease', 'he', 'develops', 'a', 'larger', 'number', ';', 'in', 'the', 'terminal', 'stage', 'he', 'again', 'exhibits', 'relatively', 'few', 'notches', '.']",patient,he,6,39,Male,0,33,2,pubmed,11
1225,1226,"A third person should act as "" circulator , "" the author advises , and he details the circulator 's tasks .","['A', 'third', 'person', 'should', 'act', 'as', '""', 'circulator', ',', '""', 'the', 'author', 'advises', ',', 'and', 'he', 'details', 'the', 'circulator', ""'s"", 'tasks', '.']",author,he,11,15,Male,-1,4,1,pubmed,11
1226,1227,"At day 8 , the condition of the patient deteriorated , and she died 2 weeks later .","['At', 'day', '8', ',', 'the', 'condition', 'of', 'the', 'patient', 'deteriorated', ',', 'and', 'she', 'died', '2', 'weeks', 'later', '.']",patient,she,8,12,Female,0,4,1,covid19,11
1227,1229,"Analysis with polymorphic DNA markers indicated that the patient did not inherit paternal alleles of the OTC locus , but that she did inherit the proximal locus DXS7 and the long arm of chromosome X. High-resolution cytogenetic analysis of the patient indicated a deletion of Xp11.4-p21 , whereas both parents had normal karyotypes .","['Analysis', 'with', 'polymorphic', 'DNA', 'markers', 'indicated', 'that', 'the', 'patient', 'did', 'not', 'inherit', 'paternal', 'alleles', 'of', 'the', 'OTC', 'locus', ',', 'but', 'that', 'she', 'did', 'inherit', 'the', 'proximal', 'locus', 'DXS7', 'and', 'the', 'long', 'arm', 'of', 'chromosome', 'X.', 'High', '-', 'resolution', 'cytogenetic', 'analysis', 'of', 'the', 'patient', 'indicated', 'a', 'deletion', 'of', 'Xp11.4', '-', 'p21', ',', 'whereas', 'both', 'parents', 'had', 'normal', 'karyotypes', '.']",patient,she,8,21,Female,0,13,1,pubmed,11
1228,1230,"Patient # 28 did not develop fever during home quarantine and she was taking painkiller , which was prescribed for one week from plastic surgery clinic where she visited with patient # 3 before quarantine .","['Patient', '#', '28', 'did', 'not', 'develop', 'fever', 'during', 'home', 'quarantine', 'and', 'she', 'was', 'taking', 'painkiller', ',', 'which', 'was', 'prescribed', 'for', 'one', 'week', 'from', 'plastic', 'surgery', 'clinic', 'where', 'she', 'visited', 'with', 'patient', '#', '3', 'before', 'quarantine', '.']",Patient,she,0,11,Female,0,11,2,covid19,11
1229,1231,"The patient is n't moving , but her eyes are open , and she 's following the activity of those around her .","['The', 'patient', 'is', ""n't"", 'moving', ',', 'but', 'her', 'eyes', 'are', 'open', ',', 'and', 'she', ""'s"", 'following', 'the', 'activity', 'of', 'those', 'around', 'her', '.']",patient,she,1,13,Female,0,12,3,pubmed,11
1230,1232,"Upon discharge the patient had zero complaints of pain , improved range of motion , and increased strength , and she returned to her prior level of function .","['Upon', 'discharge', 'the', 'patient', 'had', 'zero', 'complaints', 'of', 'pain', ',', 'improved', 'range', 'of', 'motion', ',', 'and', 'increased', 'strength', ',', 'and', 'she', 'returned', 'to', 'her', 'prior', 'level', 'of', 'function', '.']",patient,she,3,20,Female,0,17,2,pubmed,11
1231,1233,"The patient had mild solar sensitivity by age 7 , dyspigmentation by 10 years , and he still currently has moderate symptoms .","['The', 'patient', 'had', 'mild', 'solar', 'sensitivity', 'by', 'age', '7', ',', 'dyspigmentation', 'by', '10', 'years', ',', 'and', 'he', 'still', 'currently', 'has', 'moderate', 'symptoms', '.']",patient,he,1,16,Male,0,15,1,pubmed,11
1232,1234,"It is revealed that the driver of the patrol car mentioned earlier was Park , who outranks Ko , and that he witnessed Ko 's collision , though he does n't know where the body was taken .","['It', 'is', 'revealed', 'that', 'the', 'driver', 'of', 'the', 'patrol', 'car', 'mentioned', 'earlier', 'was', 'Park', ',', 'who', 'outranks', 'Ko', ',', 'and', 'that', 'he', 'witnessed', 'Ko', ""'s"", 'collision', ',', 'though', 'he', 'does', ""n't"", 'know', 'where', 'the', 'body', 'was', 'taken', '.']",driver,he,5,21,Male,1,16,2,wikipedia,11
1233,1235,"Farmer was Director of the Police Division at the Federal Government 's National Institute of Justice ( within the U.S. Department of Justice and until 1978 named National Institute of Law Enforcement and Criminal Justice ) , and he had a staff of some five people .","['Farmer', 'was', 'Director', 'of', 'the', 'Police', 'Division', 'at', 'the', 'Federal', 'Government', ""'s"", 'National', 'Institute', 'of', 'Justice', '(', 'within', 'the', 'U.S.', 'Department', 'of', 'Justice', 'and', 'until', '1978', 'named', 'National', 'Institute', 'of', 'Law', 'Enforcement', 'and', 'Criminal', 'Justice', ')', ',', 'and', 'he', 'had', 'a', 'staff', 'of', 'some', 'five', 'people', '.']",Farmer,he,0,38,Male,1,38,1,wikipedia,11
1234,1236,"A customs clerk fails to understand the group 's nationality , and when Bulgaria is pointed out to him on a map , he writes it down as Turkey , causing amusement and derision among the Bulgarians .","['A', 'customs', 'clerk', 'fails', 'to', 'understand', 'the', 'group', ""'s"", 'nationality', ',', 'and', 'when', 'Bulgaria', 'is', 'pointed', 'out', 'to', 'him', 'on', 'a', 'map', ',', 'he', 'writes', 'it', 'down', 'as', 'Turkey', ',', 'causing', 'amusement', 'and', 'derision', 'among', 'the', 'Bulgarians', '.']",clerk,he,2,23,Male,-1,21,1,wikipedia,11
1235,1237,"The patient underwent repeat hepatectomy , and he is now doing well without recurrence 2 years after the second operation .","['The', 'patient', 'underwent', 'repeat', 'hepatectomy', ',', 'and', 'he', 'is', 'now', 'doing', 'well', 'without', 'recurrence', '2', 'years', 'after', 'the', 'second', 'operation', '.']",patient,he,1,7,Male,0,6,1,pubmed,11
1236,1238,"The patient fulfilled the ICD-10 criteria for dependency , and on the Yale Food Addiction Scale ( YFAS ) she scored 40 points .","['The', 'patient', 'fulfilled', 'the', 'ICD-10', 'criteria', 'for', 'dependency', ',', 'and', 'on', 'the', 'Yale', 'Food', 'Addiction', 'Scale', '(', 'YFAS', ')', 'she', 'scored', '40', 'points', '.']",patient,she,1,19,Female,0,18,1,pubmed,11
1237,1239,"Legendary martial artist and action movie superstar Chuck Norris was on hand to receive ActionFest â€™s Action Star of the Decade Award , but he actually presented the award to his long - time creative partner , his brother Aaron.<br","['Legendary', 'martial', 'artist', 'and', 'action', 'movie', 'superstar', 'Chuck', 'Norris', 'was', 'on', 'hand', 'to', 'receive', 'ActionFest', 'â€', '™', 's', 'Action', 'Star', 'of', 'the', 'Decade', 'Award', ',', 'but', 'he', 'actually', 'presented', 'the', 'award', 'to', 'his', 'long', '-', 'time', 'creative', 'partner', ',', 'his', 'brother', 'Aaron.<br']",artist,he,2,26,Male,1,22,3,wikipedia,11
1238,1240,"My friend , Mr. Phillips , says he has been used to isolation , and he thinks he can endure it some time longer .","['My', 'friend', ',', 'Mr.', 'Phillips', ',', 'says', 'he', 'has', 'been', 'used', 'to', 'isolation', ',', 'and', 'he', 'thinks', 'he', 'can', 'endure', 'it', 'some', 'time', 'longer', '.']",friend,he,1,17,Male,0,17,3,perseus,11
1239,1241,"The boy , then , is presumed dead , since most had no vital signs and his body is released to the morgue , but he wakes up and his friend who was the burial takes you to a distant hospital and he recovers from injury , but is out of memory .","['The', 'boy', ',', 'then', ',', 'is', 'presumed', 'dead', ',', 'since', 'most', 'had', 'no', 'vital', 'signs', 'and', 'his', 'body', 'is', 'released', 'to', 'the', 'morgue', ',', 'but', 'he', 'wakes', 'up', 'and', 'his', 'friend', 'who', 'was', 'the', 'burial', 'takes', 'you', 'to', 'a', 'distant', 'hospital', 'and', 'he', 'recovers', 'from', 'injury', ',', 'but', 'is', 'out', 'of', 'memory', '.']",friend,he,30,42,Male,0,12,4,wikipedia,11
1240,1242,"After CMV viremia developed , the patient received ganciclovir , but he was switched to foscarnet when ganciclovir resistance was suspected .","['After', 'CMV', 'viremia', 'developed', ',', 'the', 'patient', 'received', 'ganciclovir', ',', 'but', 'he', 'was', 'switched', 'to', 'foscarnet', 'when', 'ganciclovir', 'resistance', 'was', 'suspected', '.']",patient,he,6,11,Male,0,5,1,pubmed,9
1241,1243,"Three weeks postoperatively , the patient could walk without assistance and he was discharged .","['Three', 'weeks', 'postoperatively', ',', 'the', 'patient', 'could', 'walk', 'without', 'assistance', 'and', 'he', 'was', 'discharged', '.']",patient,he,5,11,Male,0,6,1,pubmed,9
1242,1244,"The patient experienced secondary losses of responsiveness to two tumor necrosis factor (TNF)-alpha inhibitors , and after repeated hospital admissions , she was administered ustekinumab .","['The', 'patient', 'experienced', 'secondary', 'losses', 'of', 'responsiveness', 'to', 'two', 'tumor', 'necrosis', 'factor', '(', 'TNF)-alpha', 'inhibitors', ',', 'and', 'after', 'repeated', 'hospital', 'admissions', ',', 'she', 'was', 'administered', 'ustekinumab', '.']",patient,she,1,22,Female,0,20,1,pubmed,9
1243,1245,Komagawa Kaishin - ryÅ« however is unusual in that the only authorized teacher is the sÅke himself .,"['Komagawa', 'Kaishin', '-', 'ryÅ', '«', 'however', 'is', 'unusual', 'in', 'that', 'the', 'only', 'authorized', 'teacher', 'is', 'the', 'sÅ\x8dke', 'himself', '.']",teacher,himself,13,17,Male,-1,4,1,wikipedia,9
1244,1246,"Manilow was initially reluctant to record the song , stating in his autobiography "" Sweet Life "" : "" The problem with the song was that if you did n't listen carefully to the lyric , you would think that the singer was singing about himself .","['Manilow', 'was', 'initially', 'reluctant', 'to', 'record', 'the', 'song', ',', 'stating', 'in', 'his', 'autobiography', '""', 'Sweet', 'Life', '""', ':', '""', 'The', 'problem', 'with', 'the', 'song', 'was', 'that', 'if', 'you', 'did', ""n't"", 'listen', 'carefully', 'to', 'the', 'lyric', ',', 'you', 'would', 'think', 'that', 'the', 'singer', 'was', 'singing', 'about', 'himself', '.']",singer,himself,41,45,Male,1,4,2,wikipedia,9
1245,1247,The patient had an uneventful recovery period and he was followed for two weeks .,"['The', 'patient', 'had', 'an', 'uneventful', 'recovery', 'period', 'and', 'he', 'was', 'followed', 'for', 'two', 'weeks', '.']",patient,he,1,8,Male,0,7,1,pubmed,9
1246,1248,"In May , 1999 , "" The New York Times "" reported that "" Bubbles the artist is Ms. Willis herself . ""","['In', 'May', ',', '1999', ',', '""', 'The', 'New', 'York', 'Times', '""', 'reported', 'that', '""', 'Bubbles', 'the', 'artist', 'is', 'Ms.', 'Willis', 'herself', '.', '""']",artist,herself,16,20,Female,-1,4,1,wikipedia,9
1247,1249,"It becomes clear that the person following them is either Black Cobra himself , or his henchman .","['It', 'becomes', 'clear', 'that', 'the', 'person', 'following', 'them', 'is', 'either', 'Black', 'Cobra', 'himself', ',', 'or', 'his', 'henchman', '.']",person,himself,5,12,Male,-1,7,2,wikipedia,9
1248,1250,"The patient exhibited no predisposing risk factors for thrombosis , and he was diagnosed with splenic infarctions associated with CMV infection .","['The', 'patient', 'exhibited', 'no', 'predisposing', 'risk', 'factors', 'for', 'thrombosis', ',', 'and', 'he', 'was', 'diagnosed', 'with', 'splenic', 'infarctions', 'associated', 'with', 'CMV', 'infection', '.']",patient,he,1,11,Male,0,10,1,pubmed,9
1249,1251,An older person has very limited resources at his disposal for physical and psychological compensation and he is thus particularly affected in the case of accident .,"['An', 'older', 'person', 'has', 'very', 'limited', 'resources', 'at', 'his', 'disposal', 'for', 'physical', 'and', 'psychological', 'compensation', 'and', 'he', 'is', 'thus', 'particularly', 'affected', 'in', 'the', 'case', 'of', 'accident', '.']",person,he,2,16,Male,-1,14,2,pubmed,9
1250,1252,No . the director of this scene was the Lord himself .,"['No', '.', 'the', 'director', 'of', 'this', 'scene', 'was', 'the', 'Lord', 'himself', '.']",director,himself,3,10,Male,1,7,1,wikipedia,9
1251,1253,"Complex US studies were done by the author himself during his flight as a crew member of "" Salut-7 "" orbital station in 1984 .","['Complex', 'US', 'studies', 'were', 'done', 'by', 'the', 'author', 'himself', 'during', 'his', 'flight', 'as', 'a', 'crew', 'member', 'of', '""', 'Salut-7', '""', 'orbital', 'station', 'in', '1984', '.']",author,himself,7,8,Male,-1,1,2,covid19,9
1252,1254,"The patient underwent intravaginal desensitization , and she and her partner were instructed to have intercourse every 48 hours to maintain desensitization .","['The', 'patient', 'underwent', 'intravaginal', 'desensitization', ',', 'and', 'she', 'and', 'her', 'partner', 'were', 'instructed', 'to', 'have', 'intercourse', 'every', '48', 'hours', 'to', 'maintain', 'desensitization', '.']",patient,she,1,7,Female,0,6,2,pubmed,9
1253,1255,"One patient showed mild avascular necrosis only confirmed by magnetic resonance imaging , but he was uneventfully treated without additional procedures .","['One', 'patient', 'showed', 'mild', 'avascular', 'necrosis', 'only', 'confirmed', 'by', 'magnetic', 'resonance', 'imaging', ',', 'but', 'he', 'was', 'uneventfully', 'treated', 'without', 'additional', 'procedures', '.']",patient,he,1,14,Male,0,13,1,pubmed,9
1254,1256,"Although postoperative recovery was uneventful , approximately 6 years later , the patient had severe right hip pain with apparent swelling , and she was referred to the authors ' institution .","['Although', 'postoperative', 'recovery', 'was', 'uneventful', ',', 'approximately', '6', 'years', 'later', ',', 'the', 'patient', 'had', 'severe', 'right', 'hip', 'pain', 'with', 'apparent', 'swelling', ',', 'and', 'she', 'was', 'referred', 'to', 'the', 'authors', ""'"", 'institution', '.']",patient,she,12,23,Female,0,11,1,pubmed,9
1255,1257,"The patient did not have esophageal varices or portal hypertension , and he was treated by exicising the varix with a full thickness of duodenal wall .","['The', 'patient', 'did', 'not', 'have', 'esophageal', 'varices', 'or', 'portal', 'hypertension', ',', 'and', 'he', 'was', 'treated', 'by', 'exicising', 'the', 'varix', 'with', 'a', 'full', 'thickness', 'of', 'duodenal', 'wall', '.']",patient,he,1,12,Male,0,11,1,pubmed,9
1256,1258,"Ninety minutes later , patient went into cardiac arrest with pulseless electrical activity while he was being considered for surgical embolectomy , but he could not be resuscitated .","['Ninety', 'minutes', 'later', ',', 'patient', 'went', 'into', 'cardiac', 'arrest', 'with', 'pulseless', 'electrical', 'activity', 'while', 'he', 'was', 'being', 'considered', 'for', 'surgical', 'embolectomy', ',', 'but', 'he', 'could', 'not', 'be', 'resuscitated', '.']",patient,he,4,23,Male,0,19,2,pubmed,9
1257,1259,"The patient had a history of psychiatric , but no somatic , disease , and he was admitted with a clinical presentation consistent with acute pancreatitis after a bolus ingestion of 10 g of ibuprofen in a suicidal attempt .","['The', 'patient', 'had', 'a', 'history', 'of', 'psychiatric', ',', 'but', 'no', 'somatic', ',', 'disease', ',', 'and', 'he', 'was', 'admitted', 'with', 'a', 'clinical', 'presentation', 'consistent', 'with', 'acute', 'pancreatitis', 'after', 'a', 'bolus', 'ingestion', 'of', '10', 'g', 'of', 'ibuprofen', 'in', 'a', 'suicidal', 'attempt', '.']",patient,he,1,15,Male,0,14,1,pubmed,9
1258,1260,"and the master - physician is he who can distinguish there between the nobler and baser Loves , and can effect such alteration that the one passion is replaced by the other ; and he will be deemed a good practitioner who is expert in producing Love where it ought to flourish but exists not , and in removing it from where it should not be .","['and', 'the', 'master', '-', 'physician', 'is', 'he', 'who', 'can', 'distinguish', 'there', 'between', 'the', 'nobler', 'and', 'baser', 'Loves', ',', 'and', 'can', 'effect', 'such', 'alteration', 'that', 'the', 'one', 'passion', 'is', 'replaced', 'by', 'the', 'other', ';', 'and', 'he', 'will', 'be', 'deemed', 'a', 'good', 'practitioner', 'who', 'is', 'expert', 'in', 'producing', 'Love', 'where', 'it', 'ought', 'to', 'flourish', 'but', 'exists', 'not', ',', 'and', 'in', 'removing', 'it', 'from', 'where', 'it', 'should', 'not', 'be', '.']",physician,he,4,34,Male,1,30,2,perseus,9
1259,1261,"The patient became gradually conscious , and she was weaned from mechanical respiration after 12 hours .","['The', 'patient', 'became', 'gradually', 'conscious', ',', 'and', 'she', 'was', 'weaned', 'from', 'mechanical', 'respiration', 'after', '12', 'hours', '.']",patient,she,1,7,Female,0,6,1,pubmed,9
1260,1262,"The postoperative course of the patient was unremarkable , and she was discharged on the 8th postoperative day .","['The', 'postoperative', 'course', 'of', 'the', 'patient', 'was', 'unremarkable', ',', 'and', 'she', 'was', 'discharged', 'on', 'the', '8th', 'postoperative', 'day', '.']",patient,she,5,10,Female,0,5,1,pubmed,9
1261,1263,"The patient had aspiration pneumonia and electrolyte imbalance , but he was in stable condition 3 weeks later and was discharged .","['The', 'patient', 'had', 'aspiration', 'pneumonia', 'and', 'electrolyte', 'imbalance', ',', 'but', 'he', 'was', 'in', 'stable', 'condition', '3', 'weeks', 'later', 'and', 'was', 'discharged', '.']",patient,he,1,10,Male,0,9,1,pubmed,9
1262,1264,"After a brief scuffle with the spear - man , the chief claims Sandra for himself and drags her into his private lair , followed by his protesting mate .","['After', 'a', 'brief', 'scuffle', 'with', 'the', 'spear', '-', 'man', ',', 'the', 'chief', 'claims', 'Sandra', 'for', 'himself', 'and', 'drags', 'her', 'into', 'his', 'private', 'lair', ',', 'followed', 'by', 'his', 'protesting', 'mate', '.']",chief,himself,11,15,Male,1,4,4,wikipedia,9
1263,1265,"The patient had a 15 year history of type 2 diabetes mellitus , and he was treated with oral antibiotics and wet dressings with KMNO4 solution to combine preservation of the remaining penile soft tissue with debridement of avascular tissue .","['The', 'patient', 'had', 'a', '15', 'year', 'history', 'of', 'type', '2', 'diabetes', 'mellitus', ',', 'and', 'he', 'was', 'treated', 'with', 'oral', 'antibiotics', 'and', 'wet', 'dressings', 'with', 'KMNO4', 'solution', 'to', 'combine', 'preservation', 'of', 'the', 'remaining', 'penile', 'soft', 'tissue', 'with', 'debridement', 'of', 'avascular', 'tissue', '.']",patient,he,1,14,Male,0,13,1,pubmed,9
1264,1266,"From the rifle - pits this gallant officer resisted their advance , emptying saddle after saddle , and repulsing them three times with heavy loss , until , having expended all his ammunition , and emptying even his pistols , he was compelled to retire , not being properly supported by a detachment from another regiment which had been sent to his aid .","['From', 'the', 'rifle', '-', 'pits', 'this', 'gallant', 'officer', 'resisted', 'their', 'advance', ',', 'emptying', 'saddle', 'after', 'saddle', ',', 'and', 'repulsing', 'them', 'three', 'times', 'with', 'heavy', 'loss', ',', 'until', ',', 'having', 'expended', 'all', 'his', 'ammunition', ',', 'and', 'emptying', 'even', 'his', 'pistols', ',', 'he', 'was', 'compelled', 'to', 'retire', ',', 'not', 'being', 'properly', 'supported', 'by', 'a', 'detachment', 'from', 'another', 'regiment', 'which', 'had', 'been', 'sent', 'to', 'his', 'aid', '.']",officer,he,7,40,Male,1,33,4,perseus,9
1265,1267,"According to the rules in force at the time , the ballot papers had a numbering on the reverse side , so that , if the election was decided by only one vote , it could be checked whether or not the elected person had voted for himself , in which case the election would be void .","['According', 'to', 'the', 'rules', 'in', 'force', 'at', 'the', 'time', ',', 'the', 'ballot', 'papers', 'had', 'a', 'numbering', 'on', 'the', 'reverse', 'side', ',', 'so', 'that', ',', 'if', 'the', 'election', 'was', 'decided', 'by', 'only', 'one', 'vote', ',', 'it', 'could', 'be', 'checked', 'whether', 'or', 'not', 'the', 'elected', 'person', 'had', 'voted', 'for', 'himself', ',', 'in', 'which', 'case', 'the', 'election', 'would', 'be', 'void', '.']",person,himself,43,47,Male,-1,4,1,wikipedia,9
1266,1268,"The patient received cyclophosphamide plus prednisone with a favorable response , but 11 years later she was admitted because of weakness , constitutional symptoms , and abdominal pain due to spleen infarcts .","['The', 'patient', 'received', 'cyclophosphamide', 'plus', 'prednisone', 'with', 'a', 'favorable', 'response', ',', 'but', '11', 'years', 'later', 'she', 'was', 'admitted', 'because', 'of', 'weakness', ',', 'constitutional', 'symptoms', ',', 'and', 'abdominal', 'pain', 'due', 'to', 'spleen', 'infarcts', '.']",patient,she,1,15,Female,0,14,1,pubmed,9
1267,1269,"Postoperatively , the patient showed slight left motor weakness , but it gradually improved and he was discharged on foot , on October 19 , 1988 .","['Postoperatively', ',', 'the', 'patient', 'showed', 'slight', 'left', 'motor', 'weakness', ',', 'but', 'it', 'gradually', 'improved', 'and', 'he', 'was', 'discharged', 'on', 'foot', ',', 'on', 'October', '19', ',', '1988', '.']",patient,he,3,15,Male,0,12,1,pubmed,9
1268,1270,"The agent , suspecting there was something rotten in Denmark , had the individual arrested and carried before the Mayor , and in due time he was called up for examination .","['The', 'agent', ',', 'suspecting', 'there', 'was', 'something', 'rotten', 'in', 'Denmark', ',', 'had', 'the', 'individual', 'arrested', 'and', 'carried', 'before', 'the', 'Mayor', ',', 'and', 'in', 'due', 'time', 'he', 'was', 'called', 'up', 'for', 'examination', '.']",agent,he,1,25,Male,-1,24,1,perseus,9
1269,1271,A 74-year-old female patient underwent a Roux-en-Y cystjejunostomy for pancreatic pseudocyst developed several melena episodes and she was surgically reappraised .,"['A', '74', '-', 'year', '-', 'old', 'female', 'patient', 'underwent', 'a', 'Roux', '-', 'en', '-', 'Y', 'cystjejunostomy', 'for', 'pancreatic', 'pseudocyst', 'developed', 'several', 'melena', 'episodes', 'and', 'she', 'was', 'surgically', 'reappraised', '.']",patient,she,7,24,Female,0,13,1,pubmed,9
1270,1272,"At the end , the patient was breathing spontaneously , so she was extubated and transferred to the recovery room from where she was discharged without any complaints .","['At', 'the', 'end', ',', 'the', 'patient', 'was', 'breathing', 'spontaneously', ',', 'so', 'she', 'was', 'extubated', 'and', 'transferred', 'to', 'the', 'recovery', 'room', 'from', 'where', 'she', 'was', 'discharged', 'without', 'any', 'complaints', '.']",patient,she,5,11,Female,0,6,2,pubmed,9
1271,1273,"The patient refused to undergo coronary artery bypass grafting , and she was discharged receiving medical therapy .","['The', 'patient', 'refused', 'to', 'undergo', 'coronary', 'artery', 'bypass', 'grafting', ',', 'and', 'she', 'was', 'discharged', 'receiving', 'medical', 'therapy', '.']",patient,she,1,11,Female,0,10,1,pubmed,9
1272,1274,The patient had never used oral contraceptive pills and she was urgently operated for haemorrhage control in another hospital where the left hepatic artery was also ligated .,"['The', 'patient', 'had', 'never', 'used', 'oral', 'contraceptive', 'pills', 'and', 'she', 'was', 'urgently', 'operated', 'for', 'haemorrhage', 'control', 'in', 'another', 'hospital', 'where', 'the', 'left', 'hepatic', 'artery', 'was', 'also', 'ligated', '.']",patient,she,1,9,Female,0,8,1,pubmed,9
1273,1275,Jonathan Cold ( Steven Seagal ) is a former - CIA agent now working for himself and offering his services to the highest bidder .,"['Jonathan', 'Cold', '(', 'Steven', 'Seagal', ')', 'is', 'a', 'former', '-', 'CIA', 'agent', 'now', 'working', 'for', 'himself', 'and', 'offering', 'his', 'services', 'to', 'the', 'highest', 'bidder', '.']",agent,himself,11,15,Male,-1,4,2,wikipedia,9
1274,1276,"Unfortunately , the patient had pleural metastasis , and she was treated with palliative chemotherapy .","['Unfortunately', ',', 'the', 'patient', 'had', 'pleural', 'metastasis', ',', 'and', 'she', 'was', 'treated', 'with', 'palliative', 'chemotherapy', '.']",patient,she,3,9,Female,0,6,1,pubmed,9
1275,1277,"Preoperative examination for valve replacement found that the patient had elevated erythrocyte sedimentation rate and positive rheumatoid factor , so she was referred to the rheumatology outpatient department for further examination and treatment .","['Preoperative', 'examination', 'for', 'valve', 'replacement', 'found', 'that', 'the', 'patient', 'had', 'elevated', 'erythrocyte', 'sedimentation', 'rate', 'and', 'positive', 'rheumatoid', 'factor', ',', 'so', 'she', 'was', 'referred', 'to', 'the', 'rheumatology', 'outpatient', 'department', 'for', 'further', 'examination', 'and', 'treatment', '.']",patient,she,8,20,Female,0,12,1,pubmed,9
1276,1278,"The patient did n't have any additional problem during the postoperative period , and he was discharged at 1 week after surgery .","['The', 'patient', 'did', ""n't"", 'have', 'any', 'additional', 'problem', 'during', 'the', 'postoperative', 'period', ',', 'and', 'he', 'was', 'discharged', 'at', '1', 'week', 'after', 'surgery', '.']",patient,he,1,14,Male,0,13,1,pubmed,9
1277,1279,"â€¢ Manual : the process already mentioned will be carried out totally by the user himself , who selects the form of the annotation , selects the anchor and creates the annotation .","['â€¢', 'Manual', ':', 'the', 'process', 'already', 'mentioned', 'will', 'be', 'carried', 'out', 'totally', 'by', 'the', 'user', 'himself', ',', 'who', 'selects', 'the', 'form', 'of', 'the', 'annotation', ',', 'selects', 'the', 'anchor', 'and', 'creates', 'the', 'annotation', '.']",user,himself,14,15,Male,0,1,1,covid19,9
1278,1280,"On June 5 , 2018 she published the book "" Mai cosÃ¬ felice ( Never so happy ) "" , in which the singer tells about herself amidst emotions , love and family , laying bare her soul .","['On', 'June', '5', ',', '2018', 'she', 'published', 'the', 'book', '""', 'Mai', 'cosÃ¬', 'felice', '(', 'Never', 'so', 'happy', ')', '""', ',', 'in', 'which', 'the', 'singer', 'tells', 'about', 'herself', 'amidst', 'emotions', ',', 'love', 'and', 'family', ',', 'laying', 'bare', 'her', 'soul', '.']",singer,herself,23,26,Female,-1,3,3,wikipedia,9
