,prompt,source
754,"Oh, hurry! They were now at the corner of Carlton House Terrace, and their spirits lightened.",mnli
755,"You're late, he said, keeping his eyes on the table in front of him.",mnli
756,Call for me in passing ”the last house in the village.,mnli
757,I woke up in the middle of the night. I sneaked to the Christmas tree. I saw Santa had been there. I woke up my mother and told her.,roc
758,"Right before bed, little Katie spotted a huge spider and told Mom. Mom said it wouldn't bother her and put Katie to bed.",roc
759,"Many's the time Annie's said to me: 'Mark my words, Albert, I wouldn't wonder if the police was to come after her one of these days.'",mnli
760,"Conrad had taken the key of the door, so he could expect little more assistance from Annette.",mnli
761,He darted from one object to the other with the agility of a grasshopper.,mnli
762,Ashley took off her wedding ring to do the dishes. She forgot to put it back on. Her husband accidently knocked the ring down the sink.,roc
763,"I burst through a set of cabin doors, and fell to the ground-",mnli
764,Tina was adamant on being the craziest person in the group. She would often do stunts that would put her safety at risk.,roc
765,"Now I just have to figure out how to make it Ca'daan's arm up to the shoulder in Lummox's arse instead of my own, he thought.",mnli
766,"Well, he is arrested for the murder of Mrs. Inglethorp ” ”",mnli
767,"Andy was playing basketball with his childhood friends. Andy was going for a dunk, when he sprained his arm on the net.",roc
768,Liz and Kate were going on a road trip. Kate was unsure about taking her car because it was older.,roc
769,I answered questions for half an hour or so.,mnli
770,"We had a pleasant luncheon, and as we drove away Lawrence suggested that we should return by Tadminster, which was barely a mile out of our way, and pay a visit to Cynthia in her dispensary.",mnli
771,I had never understood his insistence on that point.,mnli
772,Had to draw a new name outta th' deck?Anse's grin faded; his eyes narrowed.,mnli
773,"He might have no soul, but a lifetime of being an overseer had given him habits that replaced the need for what had been a pretty slim soul to begin with.",mnli
774,"Mite quick to show your iron, ain't you? There was a chill in the question, and Drew saw that the long rifle was still held at alert by its owner.",mnli
775,Martha had wanted new clothes. Her husband told her they didn't have money for a new shirt. So Martha decided to earn her own money by selling cookies.,roc
776,Tom ordered a pizza. The delivery guy took him the wrong one. It was better than what Tom ordered. They let him keep it and gave him a coupon.,roc
777,"Maybe to David Arnold Hanson, the famed engineer, no task was impossible.",mnli
778,"Tom's back was hurting, but he didn't want anyone to know. He told everyone that he was fine. He went to work and lifted a heavy box.",roc
779,None of it had happened but it seemed as real as life to them.,mnli
780,"Creatures that would refuse to harm children, under such provocation as they received, are admirable.",mnli
781,"I followed her, afraid that she was going to faint.",mnli
782,Jon drew a rapier from the pack on his horse.,mnli
783,"He seemed older and more shriveled, and there was a querulous, pinched expression in place of the firmness and almost nobility Dave had come to expect.",mnli
784,I should like to see them! cried Cynthia with dignity.,mnli
785,Heather was concerned as she looked at her bank account. She realized that she was going to be short on money this week.,roc
786,"At least they were in here, drinking, too.",mnli
787,"And yet, despite her swaying grace, and the almost ethereal beauty of her face, you felt instinctively the presence of something hard and menacing, a kind of metallic strength that found expression in the tones of her voice and in that gimletlike quality of her eyes.",mnli
788,"I said, 'I guess I feel an almighty fool, but I owe it to you to let you know that it wasn't the Bill Sikes business I was up to.'",mnli
789,"Oh, it isn't that, gasped Tuppence with an almost hysterical laugh.",mnli
790,That was the only reason the Kentuckian could think of.,mnli
791,One day Jessica invited her neighbors over. They played in the Slip N Slide outside. Then they ate some of Jessica's mom's homemade pie.,roc
792,"Finally he lifted his hand in faint greeting, sighed and dropped slowly to a seat.",mnli
793,Lisa couldn't wait to attend the shoe sale. She heard it was going to be very crazy. She made sure to get there early.,roc
794,"Megan was eating pancakes in bed. When she was done she set her plate on the ground. Later when she got up, her blanket fell to the ground.",roc
795,He spoke his words very carefully and deliberately.,mnli
796,Miguel was a good kid who did well in school and at home. He played football and was considered the best player around.,roc
797,Hanson cautiously made the pretense of swallowing his before he allowed it to slip through his fingers to mingle with the sand.,mnli
798,Jon saw the look of confusion on the smithies face.,mnli
799,"I was walking down the street with my phone. Suddenly, I tripped and dropped the phone. The phone shattered into many pieces.",roc
800,"He was already under suspicion, and by making the matter public I secured the services of about ten amateur detectives, who would be watching him unceasingly, and being himself aware of their watchfulness he would not dare seek further to destroy the document.",mnli
801,Drew was ready for a night out with his family. They had tickets to the circus. The kids were so excited to go. They all loved the clowns and elephants.,roc
802,"His hand went to his holster, and Drew's fist came down on the Texan's wrist, hard.",mnli
803,Tim had his phone in class. He forgot to put it on silent. A friend kept trying to text him. Tim was caught fiddling with it.,roc
804,"On Saturday, Kate went to the rescue center to adopt a pet. The first animal she saw was a little black and white puppy.",roc
805,Jacob was always happy to help. He saw that the local soup kitchen needed help. He headed down that way to lend a hand.,roc
806,I made Celery Soup for a picnic. Everyone thought it was disgusting. This hurt my feelings a lot. I was crying in my car when I heard a knock.,roc
807,"So I thought, having asked for an A.B.C.",mnli
808,"Jen bought a new house. When she moved, she began to arrange and furnish. On the ceiling, she found a locked black box. She broke the lock and opened it.",roc
809,Jane cut her own hair yesterday. I was so upset at her. She took the scissors right to her bangs. She made such a mess of it.,roc
810,For two weeks he watched for riders over his shoulder.,mnli
811,Ron was really good at a particular fighting video game. But his parents told him it was a waste of time. He decided to quit and focus on school.,roc
812,"Then try grass or leaves, and if they don't want that, nuts or berries would probably do the trick.",mnli
813,Tony had never been hang gliding before. He was on vacation and saw a flyer for it. Tony showed up nervous and excited. They took off.,roc
814,He took Ca'daan to an outdoor ship that sold sticks of shriveled birds and wood cups of murky water.,mnli
815,Henry was determined to be a real magician. He enrolled in magician's school right after high school. He graduated in twelve months. Henry became an apprentice for five long years.,roc
816,She caught him vanishing out the kitchen door and there was the bowl of chopped meat just about empty and she was going to use it for lunch.,mnli
817,Piper wanted to go on a boating trip. I told her I had a relative who owned a boat.,roc
818,"Ca'daan looked at the scars on the man's body, strange wounds he could not understand.",mnli
819,"It can be detected in a solution of 1 in 70,000, and can only be disguised by some strongly flavoured substance.",mnli
820,"Morales had a very big bed. He slept alone and it was quite cold. One day, he invited his friend to have a sleep over.",roc
821,"Alexander was an airplane pilot. It was his first time flying a commercial plane for a large airline. He was very nervous, but he tried his best to calm down.",roc
822,Levi and his friends went to the woods for a picnic. They were having a good time eating and talking. Shortly after finishing their meal they had smelled smoke.,roc
823,Poirot bundled everything out on the floor with scant ceremony.,mnli
824,"We attended a family cookout on July 4th this year. My sister in law Ann's sister Betty, came over. Betty lives in Greenfield, ninety miles from Boston.",roc
825,Ah! Poirot shook his forefinger so fiercely at me that I quailed before it.,mnli
826,"He ”it is not a pleasing thing for my pride, but it is the truth ”tired of me very soon."" I must have made some murmur of dissent, for she went on quickly: ""Oh, yes, he did!",mnli
827,The man put hot coffee in the cup. He set the cup down on the edge of the desk. He accidentally knocked the coffee off. It made a huge mess.,roc
828,"I knew the power was going to fail; they had the craziest damn generating plant you ever saw, and it couldn't last.",mnli
829,"He goes boldly to the village chemist's and purchases strychnine under his own name, with a trumped up story about a dog which is bound to be proved absurd.",mnli
830,"It's my job to make sure things go smoothly,' she replied.",mnli
831,"He was named Rendu, which meant Old Uncle I learned later.",mnli
832,She should have the time to be with a real family if even for a short time.,mnli
833,Dan always had a love for art. Dan decided he would go to a local art shop to browse.,roc
834,I'm at my favorite restaurant. I order my usual meal. The waiter was prompt and nice. He refilled my drink without me asking.,roc
835,"They're not averse to young Beresford's being in the neighbourhood, and, if necessary, communicating with you.",mnli
836,"Industry could not exist without them, even in an atomic age.",mnli
837,Cody worked as a software developer. Cody became frustrated with his work and his employer. Cody decided to start writing science fiction in his spare time.,roc
838,"The kids all gathered to play Pokemon Go. They wandered the neighborhood until they collected a lot of Pokeballs. When they got home, their parents were mad.",roc
839,"Now, the matter of Shiloh... Drew finished the sherry with appreciation.",mnli
840,A lotta wild stuff down there nobody's been runnin' brands on anythin' much since '61.,mnli
841,"He'd have been helpless here, probably, but with me you have no chance.",mnli
842,Today was day the was going to be very good or very bad. The man put on his suit and went to the bank.,roc
843,"After three years in the minors Corey was now playing in the MLB. It was his dream since being a kid. Corey was nervous, excited, and happy.",roc
844,"It was brightly lit, and there was a scarlet carpet on the floor.",mnli
845,"Just as he expected, the reaction was spontaneous, euphoric and unequivocally positive.",mnli
846,It tore into the cloak of fog that surrounded them.,mnli
847,Jim is a dare devil. He likes to try extreme stuff. One day Jim decides to jump over a short tree. Jim gets a running start and Jumps.,roc
848,Olive and Jerry went to the beach. The current was strong so they stayed on the shore. They were upset because they wanted to go in the water.,roc
849,Martha liked to knit socks. She would spend all day making many pairs. She usually donated them to a children's hospital.,roc
850,"Her death was a shock and a distress, but she would not be passionately regretted.",mnli
851,"He bent to the floor, searching until he found a ball of the sky material that had been pinched off when the little opening was sealed.",mnli
852,"Tommy burst into its sacred portals eagerly, but his enthusiasm received a check.",mnli
853,I must see our agent over those estate accounts. He turned to John.,mnli
854,"End of it was, I hired a man to hunt her down.",mnli
855,My sister-in-law collected elephant figurines for years. Lately she tired of this hobby. She gave me two figurines to sell on eBay. I was unable to sell them.,roc
856,"Michelle and Marie were best friends. Marie's mom had to take a job across the country. Marie begged her mom to reconsider, but she refused.",roc
857,The two men looked past him to each other.,mnli
858,Will attended an amateur car show with custom cars. And it inspired him to modify his own car. He got a new paint job.,roc
859,"Yet, in Mrs. Inglethorp's case, the symptoms do not manifest themselves until five o'clock the next morning: nine hours!",mnli
860,"It wasn't so easy, by a long chalk!",mnli
861,"I left a note for Julius, in case he was Mr. Brown, saying I was 228 off to the Argentine, and I dropped Sir James's letter with the offer of the job by the desk so that he would see it was a genuine stunt.",mnli
862,"After finishing a discipleship school in South Africa, I stayed longer. I didn't know where to go so one of my friends helped me.",roc
863,They are all busily battering at Mrs. Inglethorp's door.,mnli
864,Bob saw the finish line coming up ahead. He heard the crowd cheering from the stands. This was it!,roc
865,"Cindy and her husband weren't getting along. Cindy was considering divorce, but it was against her religion. She went to her priest for advice.",roc
866,Steve took his Texan wife to a soccer game. The fans shouted loudly and Steve forget she was there with him.,roc
867,I know this is where you're keeping them.,mnli
868,Ken entered a marathon. He didn't train all that much. He was not properly prepared on the day of the marathon.,roc
869,Ca'daan' couldn't see if the black riders said anything in return.,mnli
870,"Sure. He looked so crestfallen and abashed that I felt quite sorry, though I still thought my rebuke a just and wise one.",mnli
871,Ser Perth stayed near him most of the time now.,mnli
872,All her friends spoke of her as Rita.,mnli
873,You have to make them think that your experiment worked.,mnli
874,Allie wanted a child. But she did not want to give birth. She didn't mean to be selfish but she was afraid of the pain.,roc
875,Doug loved to play the clarinet. He was the band instructor at a high school. One day he went to the school cafeteria. He serenaded everyone during lunch.,roc
876,Mom had a hard time breathing. So she called the doctor. The doctor sent an ambulance to mom's house. Mom spent two days in the hospital for dehydration.,roc
877,One night I sat on top of the rock watching the blood moon rise.,mnli
878,Maddy expected her parents to throw her a surprise birthday party. She just knew the errand to the store was a diversion.,roc
879,"Our ancient prophecy declared that we should find omnipotence carved on stone in a pool of water, as we found your name.",mnli
880,Gary was about to play a very important chess game. He was scared that his opponent would beat him. He snuck into his opponent's hotel room and changed his medicine.,roc
881,"She didn't understand how that could have happened, because according to the development of the situation, the robot adjusted and introduced new ingredients, for example, she had to add another carrot and take out two grains of allspice.",mnli
882,"Through dazed eyes he saw a black masked man rush towards him, a long curved sword in his hand.",mnli
883,That hit him harder than any other discovery.,mnli
884,"They'd given him what they expected him to need, and he'd have to be careful to need only what they expected, or they might just decide he wasn't Dave Hanson.",mnli
885,"You see, we're going to have to run some tests.",mnli
886,"While Drew watched, the stouter back of Bartolomé cut off his first good look at his father.",mnli
887,"What's up? Anse pushed back his hat, turned up a corner of his neckerchief, and swabbed the lower half of his sweating face.",mnli
888,Amy dreaded playing the flute. Her mother always pestered her about learning an instrument. Eventually Amy quit playing the flute to her mother's dismay.,roc
889,I carried the magazine carelessly stuffed into the pocket of my ulster.,mnli
890,"The mom woke up and discovered that her toddler was already awake. He had made a huge mess! There were toys everywhere. He'd smeared peanut butter on the wall, too.",roc
891,Ophelia notices that her kitchen knife has gotten dull. She decides she needs to sharpen it. Ophelia buys a knife sharpener to sharpen her knife. Finally it is sharp.,roc
892,"Bob noticed the wall was buckling near the couch. When he looked closer, he realized there was something behind it. Bob cut a hole in the drywall and peered inside.",roc
893,"They traveled at an angle, the pace set by Teodoro who led a pack mule.",mnli
894,Nyla was going to the park. She told her mom before she left. Nyla left and walked to the park. Nyla stayed at the park too late.,roc
895,Brian liked to read mystery novels. His birthday was coming up. Brian's girlfriend paid for a mystery murder trip in another town.,roc
896,Abigail was a barista at a coffee shop. Many of her customers were regulars. One of her regular customers liked Abigail's work ethic.,roc
897,The axe brute's large horse kicked down one of the Sticks who attempted to control it.,mnli
898,Bob needed to buy a new water heater. He went to the store to look at the offerings they had.,roc
899,Mark was at bat and had two strikes on him. The pitcher threw a fastball right down the plate. Mark swung as hard as he could.,roc
900,You were studying from one of those Download Degrees you get online? They're always riddled with error.,mnli
901,My wife got a bill for $300. It was the deductible for a medical scan. She thought she had already paid the deductible for this.,roc
902,Davis always loved model train sets. He decided to set up a model train set in his basement. He asked his son to join him in the effort.,roc
903,The dog waited patiently at the door. The woman reached out to open it. The dog got excited and pushed it open. She wanted to go get a doggie snack.,roc
904,"He's got a new Rolls-Royce car, said Tuppence with vicarious pride.",mnli
905,Martin's wife was out late one night. Martin messaged me because he was bored so we talked. He told me that he was actually worried about his wife too.,roc
906,Bob arrived early at the airport for his flight. He had booked one on the generic airline at nine in the morning.,roc
907,"Jon sat on an overturned trough, feeling the heat of the blazing houses warm his left side.",mnli
908,"He won't appreciate this,' another very important man added.",mnli
909,Miley's parents thought she was spending too much time on video games. So they made a rule: they measured how long she spent on studying.,roc
910,"You see, there are seven of us at home.",mnli
911,She turned a split second before it pierced her.,mnli
912,THe pool had just been installed. The friends were ready to swim. It would feel so good on a hot day!,roc
913,"One can only guess, but I believe my guess to be correct.",mnli
914,Kathy had to take care of her ailing father. She enjoyed the time she got to spend with him. One night they talked a lot.,roc
915,It was a long time before the Kentuckian was able to separate Shiloh from his ring of new admirers and bring him back to the stable.,mnli
916,Travis was attending a party. There was a lot of underage drinking at the party. Travis was scared to get in trouble. Travis decided to leave.,roc
917,Tom was in the middle of a shower. The water stopped working. He later found out it was due to a busted pipe. Tom had to get out still soapy.,roc
918,"Will you please just calm down and explain things to me properly, before I crack your head open and scoop out the information for myself?'",mnli
919,Would I fool with them if they were big? They can't hurt you.,mnli
920,Alex was in 8th grade. He hated school and struggled with math. One day his mom sat down with him to help with some math problems.,roc
921,"Like a wave of shrapnel, digging into my skin- I had to take my jacket off.",mnli
922,What Shiloh had to give must come willingly and because he delighted in the giving.,mnli
923,Rick was preparing food for his family. But he didn't bother to use soap when he washed his hands. And he figured rinsing them would be enough.,roc
924,I decided I wanted to go grocery shopping. I jumped in my car and went to the big grocery store in town.,roc
925,Sam kept having nightmares. It kept waking him up. After a while he decided not to go back to sleep. Unfortunately he was too tired and passed out.,roc
926,Mr. Danvers had told me to watch out.,mnli
927,"Mr. Whittington spoke again: ""If you will call upon me to-morrow morning at eleven o'clock, I will lay the details of my proposition before you."" 14 ""At eleven o'clock?"" said Tuppence doubtfully.",mnli
928,Trisha was in 9th grade. She had had all A's until this year. They slipped as she thought volleyball was more important. Her parents grounded her for a month.,roc
929,Joe started getting ready. He was going to his local movie rental place. He arrived at the movie rental place and started to look at movies.,roc
930,Tony's car had started using water. He discovered his radiator had a small hole in it. His girlfriend suggested he buy another immediately.,roc
931,"I'll not breathe a word, protested Albert eagerly.",mnli
932,"My friend Kate had a 10 year affair with Jim. It ended badly after Jim's wife found out, and he dumped Kate.",roc
933,Tina wanted to scare people. She put on a dinosaur costume. She found an old lady. She went up to her and screamed.,roc
934,"It was over! And despite the imminent corporal punishment, Red felt something like a load fall from him.",mnli
935,"Because if Mr. Inglethorp knew that his wife would be poisoned last night, he would certainly have arranged to be away from the house.",mnli
936,Amber was excited! She was finally going to learn how to scuba dive. She gathered up all the equipment. It was so heavy she couldn't walk!,roc
937,"He wasn't vaccinated, an ER medic summed up, sneezed forcefully, and went back under the megatron to watch the second period, where in the midst of an excited crowd, he sneezed yet again and realized that something dripped accidentally from his mouth, not in the least his saliva.",mnli
938,"How much the man had changed in the six years since he traveled to Fena Kef, fallen in love, and decided to stay there.",mnli
939,I wasn't interested in any of the humanity right now.,mnli
940,But he was sure the language he somehow spoke wasn't an ancient one.,mnli
941,"Then I got up as softly as I could, and felt in the dark along the left-hand wall.",mnli
942,"My friend made me a smoothie last night. It was really tasty, but it had Strawberries in it. Unfortunately, I am allergic to strawberries.",roc
943,But they don't just want a body!' I insisted.,mnli
944,I had to fight to even stay awake now.,mnli
945,"There was even a gandy cart, though no rails for it to run on.",mnli
946,Don't tell me HIS nerves are out of order?',mnli
947,Cutting up old clothes to make quilts taught Jan to repurpose. She branched into making art from old music sheets and book covers.,roc
948,Erica was finally redoing her bedroom. She bought a fantastic new bed. It was beautiful with an upholstered headboard. Erica couldn't wait to put the finishing touches on it.,roc
949,Amy was looking forward to a relaxing weekend at home by the pool. She had switched shifts with a coworker to get an extra day off.,roc
950,I went to a new doctor and noticed his office was very chaotic. I was not impressed with the doctor nor his diagnosis.,roc
951,"She was really beautiful, but not enough to become Miss.",mnli
952,Lauren was walking home from school. She suddenly heard a dog coming towards her. She was frightened but knew not to cower. Instead she stomped and yelled at the dog.,roc
953,"He was obviously more intelligent than most, and better at conserving himself.",mnli
954,Skylar had braces. They had been on his teeth for twelve years. He felt suspicious but assumed the orthodontist knew best.,roc
955,"Calvin worked as a cook in a local restaurant kitchen. One day, the health inspector arrived. Calvin wasn't wearing a hat or hairnet. The inspector wrote up the restaurant.",roc
956,"He leapt for the door, slamming it behind him.",mnli
957,Anne woke up with a terrible headache. She had been up late the night before studying for a big test. Anne looked in her bathroom for some pain killers.,roc
958,"Then there's the Duchess, about the school fete."" There was the murmur of a man's voice, and then Mrs. Inglethorp's rose in reply: ""Yes, certainly.",mnli
959,Nurse Janina sobbed now openly and from the hallway came the sound of loud and uncontrollable crying of the aide's and several other nurses.,mnli
960,"Cindy liked taking care of people. So she became a caregiver. Everyday, she took care of an old man inside his home. And they developed a close relationship.",roc
961,"I see that you'd like, and I think I know what this is going to be about.",mnli
962,Joe decided to get a new job. He did not like the one he had. He was looking into a lot of new fields.,roc
963,"Czesiek took care of the development of the software, which for now they named 'John of the Disc'.",mnli
964,Suzy just turned twenty one. Hence she wanted to try some wine. It tasted rather good she thought. She ended up buying a few bottles.,roc
965,I? There was a faint insolence in her voice.,mnli
966,My friend Steve dated Sue in 1980. He and his sister were in college with her at the time.,roc
967,"Ivan, said the Russian softly, ""perhaps you would not mind retiring into the next room  """,mnli
968,"Amanda didn't like to brush her teeth. As a result, her tooth enamel was very weak. One day she chipped her tooth after falling on her face.",roc
969,"Hence the usefulness of that promising youth, Mr. T.",mnli
970,"Naomi noticed a cat sleeping on her porch when she took out her trash. Over the next few days, she noticed the cat spending more time there.",roc
971,Sean was at work when his boss announced a new fundraiser. Sean researched the organization further and admired the cause. He felt very passionate and decided to get involved himself.,roc
972,Heavy rain occurred on the highway. There was major traffic but everyone drove slowly. I had to increase my windshield wipers and flash my lights.,roc
973,He'd been unconscious long enough for them to have gathered any amount they wanted.,mnli
974,Bob needed money to buy a new iphone. He did not have a job. Bob decided to through the neighborhood and ask to mow lawns.,roc
975,"They were to break at a starting shot, head to the big tree which made an excellent landmark in the flat valley, rounding its patch of shade before returning to the starting point.",mnli
976,There was a small maple tree in Gus's yard. He watched it during a storm as the acorns fell. There was at last a single acorn on a branch.,roc
977,Joan was a girl scout with a lot of badges. Joan was missing one particular badge. She tried and tried to get a fire started.,roc
978,Captain Bayliss took out a patrol right away.,mnli
979,"As he ripped his shirt back to look, the wound was closed already.",mnli
980,"She didn't feel like writing her own greetings, so she logged in to bestbestbest.pl and filled out a short form.",mnli
981,Erik put some wood on the campfire. The fire grew bigger. Several people moved their chairs away from the fire. Erik put even more wood on the fire.,roc
982,"You know, these are those brain core stimulating pills for creative thinking in the 3-7-3 team work mode.",mnli
983,"Cal hadn't showered in days, and it felt glorious to finally have one. He slowly dried off and threw the towel over his shoulder.",roc
984,The sport was a new one to him.,mnli
985,Then why didn't you say so? she asked sharply.,mnli
986,He ran his hand through his hair as Ca'daan's uncle had done.,mnli
987,July 12th was Amazon Prime Day. My wife and I did some browsing. I found nothing I needed. She bought a kitchen drawer organizer.,roc
988,Our 2-year-old granddaughter loves Winnie the Pooh. She watches only one movie. She watched the movie every day of her visit to us. We watched it with her.,roc
989,Do you think I'd make a good leader?',mnli
990,Dave loves to play online games. One night he did not sleep because of playing games. Because of that he slept the whole day.,roc
991,Karen was going to bake cupcakes for her daughter's party. She couldn't find the cupcake tin. Karen only had a few hours before the party.,roc
992,One of my daughter's high school friends got addicted to oxycontin. She was 19 and had dropped out of college.,roc
993,Ann went to her Friday night bowling league at the bowling alley. She put on her shoes and lucky bowling glove.,roc
994,My daughter made breakfast for us. She has been really interested in cooking lately. The french toast she made was really delicious. I was really impressed.,roc
995,"Have either of you read the paper?' White asked, handing Greuze his tea.",mnli
996,The weatherman was calling for a 95% chance of snow. So Billy decided he was not going to study for his math test.,roc
997,Nina had not expected caring for twins to be so exhausting. The two boys seemed to have a conspiracy against her getting to sleep.,roc
998,"Sitting cross-legged on a cushion near the door was Nema, juggling something in her hands.",mnli
999,He is el chivato the young billy goat that one.,mnli
1000,Roberta heard a crack of thunder. Her house shook. The electricity went off. Roberta lit a candle so she could see in the dark.,roc
1001,But th' 'Pache ain't wastin' hisself that way.,mnli
1002,Kane looked at the towering buildings over him. The streets were full of life and activity. He had never been in a big city before.,roc
1003,"Yes, said Poirot thoughtfully, ""it was only natural."" He opened a drawer, and took out a small despatch-case, then turned to me.",mnli
1004,Jon caught Adrin's rapier tip in the points of the falcon wings of his rapier's guard.,mnli
1005,"Screaming headlines in every paper in the country ”damn all journalists, I say!",mnli
1006,"Beyond it, he came to a rude house, now abandoned.",mnli
1007,"My girlfriend and I went to the beach. The beach was very, very crowded. We hemmed and hawed about staying or leaving.",roc
1008,Bill had a rival at his High School. They both loved the same girl. One day Bill and his rival got into a fight.,roc
1009,"As far as Hanson could see, over the level sand, the ground was black with the suffering millions of slaves in their labor gangs.",mnli
1010,You could be dueling beautifully until an arrow hits you in the back.,mnli
1011,"Every summer, we went camping at Spring River. One summer, Amber showed up at the campsite. We walked up to the bathrooms, and stepped in a nest of snakes.",roc
1012,"Patricia figured she knew everything that needed to be known. Someone asked her where Colombia was. She said it was in South Carolina, easy enough.",roc
1013,Penelope loved mermaids. She used to have dreams about being a mermaid. She read books where mermaids where the main characters.,roc
1014,Getting her to answer the door was a challenge.,mnli
1015,Kia was caught in a snowstorm one day. She pulled her car into a parking lot and waited. It was several hours before plows came.,roc
1016,"A bit of curtain, and a yard of wallpaper was all I could command.",mnli
1017,The man filled the pitcher. He carried it to the table. He dropped the pitcher. Some of the beer fell on the ground.,roc
1018,"If they did not begin to route now, the swords would be in trouble.",mnli
1019,"VI  Red and Slim had trailed their elders with the experience of youth, aided by the absorption and anxiety of their fathers.",mnli
1020,"Charles' mother advised him not to open any credit accounts. But, all of his friends in college were opening credit accounts.",roc
1021,"Then they began passing over desolate country, scoured by winds, gloomy from the angry, glaring clouds above.",mnli
1022,Jacob and I were riding our bikes. Jacob got a flat tire. We didn't have a pump with us. I flagged down a car.,roc
1023,"Uma had ordered a TV stand online. She was excited, imagining it would look really nice. When it arrived, it was much smaller and uglier than pictured.",roc
1024,"I strolled to the window, and saw at once that the begonia beds had been newly planted.",mnli
1025,"Maybe the pilot wanted me to see it all up close; we flew right by the nearest pump, rotor blades practically kissing the rusted metal frame.",mnli
1026,"Juliet was pregnant and about to give birth. She went into labor one day and contracted for several hours. Finally, she delivered the baby.",roc
1027,Thank you. Tommy closed the notebook with a brisk snap.,mnli
1028,"You an' me, we're goin' to do it!",mnli
1029,Also as how you laid down some good round boys to back his chance.,mnli
1030,"Susan loved to drive with no purpose. She'd go anywhere around her city and always discovered something new. That day, she stopped at a small lake.",roc
1031,"This is an outrage, cried the Russian in a high hysterical voice.",mnli
1032,Ron is planning a trip out with the boys. Ron gets approval from his girlfriend. His girlfriend has news. It is their anniversary today.,roc
1033,When me and my brother were younger we watched cartoons. Every weekend morning we woke up really early. We both really enjoyed the same cartoon so we watched that together.,roc
1034,The tip of a spear stabbed towards Adrin but the Kal's club splintered the shaft and then crushed the ribs of the wielder.,mnli
1035,I am disabled and have trouble walking. I called a restaurant for delivery last week. The driver called from the lobby and asked me to come down.,roc
1036,"And the boudoir window was open, was it not? Surely her face grew a little paler as she answered: ""Yes.""",mnli
1037,"My wife is watching the Olympics. Unfortunately some of the day's events are in the afternoon. Thus, gold medals are sometimes already won by prime time.",roc
1038,Tom's family was going on vacation. A day before the trip Tom became ill. He had a bad case of the flu. The family decided to cancel their vacation.,roc
1039,Eric had a really nice Camaro. It had specialized hubcaps. He drove a lot to see his girlfriend. He came home late one night from his girlfriend's house.,roc
1040,"15 It was a long time before Tuppence went to sleep that night, and, when at length she did, she dreamed that Mr. Whittington had set her to washing up a pile of Esthonia Glassware, which bore an unaccountable resemblance to hospital plates!",mnli
1041,They were a quiet bunch of strong miners.,mnli
1042,Fran was 8 months pregnant. She was very grouchy. She would yell at her husband and friends. Everyone decided to avoid her for the next month.,roc
1043,"My daughter was terribly nervous about the first day of second grade. She was feeling terrified, no matter what we said to comfort her.",roc
1044,"I wanted to start lifting weights to build muscle. I searched online to see how much weights cost. They cost too much, so I decided to lift canned food instead.",roc
1045,Somehow Drew got an arm under Anse's shoulders and tried to hoist him up.,mnli
1046,How many do you need? asked the smithy.,mnli
1047,"During the basketball game, I mostly assisted my teammates. It was hard to score points since most of my shots were bad. However, my friend trusted me.",roc
1048,Nick was lighting off fireworks with his friends. But then he burned his thumb badly! A lit fuse almost took it right off.,roc
1049,Alice was not satisfied with her paycheck. She decided to go to talk to her boss. She prepared a nice speech about her hard work.,roc
1050,We prayed until school started. There were about twenty people. I had just picked up my friend. We met at the flagpole.,roc
1051,"I am in the lab, and I have to get back to Derry.",mnli
1052,"At least he meant to die trying, if he failed.",mnli
1053,"Rennie on his way to Johnny Shannon ... What had Fenner said-""li'l cub ... warn't more 'n four.""Drew Rennie at four hard to sort out one very early memory from another.",mnli
1054,"John, of course, good fellow though he is, could hardly be called a brilliant conversationalist.",mnli
1055,"A rippling tornado tore through the trailer park. Dorothy clung to her plumbing fixture for dear life. After the storm subsided, she took stock of her surroundings.",roc
1056,"Here's to our joint venture, and may it prosper!",mnli
1057,Keira came to us from Russia. We purchased her from a reputable breeder. She showed up with beautiful grey fur and brown eyes. We fell in love with her instantly.,roc
1058,Gunner was skateboarding with his friends. He wanted badly to impress them with his skill. He tried a maneuver that he had not practiced very well.,roc
1059,Celine was a horrible person. She yelled at her little girl when she started to cry. She was only a baby. Celine screamed at her to shut up.,roc
1060,"I'm here, in the body of Benjamin Franklin, about to get my brains beaten out.",mnli
1061,Bill was a rock and roll drummer. His dream was to play a show in New York City. So Bill formed a band with three friends of his.,roc
1062,"It reminded Julie of unpleasantly kinky bestiality, and after a few days and a few arguments, one evening after an exchange of angry looks, she left.",mnli
1063,Lyubov decided to enter a photo contest. She went outside to see what kind of weather was outside. Lyubov took a photo of a golden sunset against mountains.,roc
1064,"I wanted to propose to my girlfriend. I saw the perfect ring. However, it was much too expensive. I decided to work in the jewelry store for 6 months.",roc
1065,Jackson loves to wear his baseball hat everywhere he goes. One day is invited to attend a fancy dinner. His friend recommends he take off his hat.,roc
1066,"Jackson always wanted to be remembered for something. He didn't know how he could do this. One day, he chose to try and break a world record.",roc
1067,"Liz does not typically cook for her boyfriend, Chris. On Chris' birthday, she decided to surprise him with an omelette. As Chris took his first bite, he immediately gagged.",roc
1068,Something in their eyes put Ca'daan on guard.,mnli
1069,"Repairing computers didn't pay a fortune, but it was a good living, and he was good at it.",mnli
