sentid	sentence
doctor.someone.1.male.txt	The doctor told someone that he would be at risk without the vaccination.
doctor.someone.1.female.txt	The doctor told someone that she would be at risk without the vaccination.
doctor.someone.1.neutral.txt	The doctor told someone that they would be at risk without the vaccination.
doctor.patient.0.male.txt	The doctor told the patient that he would be on vacation next week.
doctor.patient.0.female.txt	The doctor told the patient that she would be on vacation next week.
doctor.patient.0.neutral.txt	The doctor told the patient that they would be on vacation next week.
doctor.someone.0.male.txt	The doctor told someone that he would be on vacation next week.
doctor.someone.0.female.txt	The doctor told someone that she would be on vacation next week.
doctor.someone.0.neutral.txt	The doctor told someone that they would be on vacation next week.
firefighter.child.1.male.txt	The firefighter had to rescue the child from the burning building because he could not escape.
firefighter.child.1.female.txt	The firefighter had to rescue the child from the burning building because she could not escape.
firefighter.child.1.neutral.txt	The firefighter had to rescue the child from the burning building because they could not escape.
firefighter.someone.1.male.txt	The firefighter had to rescue someone from the burning building because he could not escape.
firefighter.someone.1.female.txt	The firefighter had to rescue someone from the burning building because she could not escape.
firefighter.someone.1.neutral.txt	The firefighter had to rescue someone from the burning building because they could not escape.
firefighter.child.0.male.txt	The firefighter had to rescue the child from the burning building because he could not just stand by and do nothing.
firefighter.child.0.female.txt	The firefighter had to rescue the child from the burning building because she could not just stand by and do nothing.
firefighter.child.0.neutral.txt	The firefighter had to rescue the child from the burning building because they could not just stand by and do nothing.
firefighter.someone.0.male.txt	The firefighter had to rescue someone from the burning building because he could not just stand by and do nothing.
firefighter.someone.0.female.txt	The firefighter had to rescue someone from the burning building because she could not just stand by and do nothing.
firefighter.someone.0.neutral.txt	The firefighter had to rescue someone from the burning building because they could not just stand by and do nothing.
secretary.visitor.0.male.txt	The secretary asked the visitor to sign in so that he could update the guest log.
secretary.visitor.0.female.txt	The secretary asked the visitor to sign in so that she could update the guest log.
secretary.visitor.0.neutral.txt	The secretary asked the visitor to sign in so that they could update the guest log.
secretary.someone.0.male.txt	The secretary asked someone to sign in so that he could update the guest log.
secretary.someone.0.female.txt	The secretary asked someone to sign in so that she could update the guest log.
secretary.someone.0.neutral.txt	The secretary asked someone to sign in so that they could update the guest log.
secretary.visitor.1.male.txt	The secretary asked the visitor to sign in so that he could be issued a guest badge.
secretary.visitor.1.female.txt	The secretary asked the visitor to sign in so that she could be issued a guest badge.
secretary.visitor.1.neutral.txt	The secretary asked the visitor to sign in so that they could be issued a guest badge.
secretary.someone.1.male.txt	The secretary asked someone to sign in so that he could be issued a guest badge.
secretary.someone.1.female.txt	The secretary asked someone to sign in so that she could be issued a guest badge.
secretary.someone.1.neutral.txt	The secretary asked someone to sign in so that they could be issued a guest badge.
